M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
-0.174,1.3699,1.0044,-1.2058,-0.8566,1.1969,-0.1134,-1.0905,1.495,-0.5755,1.5869,-1.2301,17.378,26.4993,3.2398,10.9342,5.0064,7.6009,0.1942,-2.9823,6.0447,-19.4008,0.6837,-25.9344
-0.9161,-0.4263,-0.0367,0.7947,0.0889,-0.9482,0.1817,0.9801,-0.8649,0.0223,-0.9643,2.4156,12.4223,-2.4781,-9.4277,5.0602,-4.7971,-10.8465,-11.9505,7.8332,-9.1546,-7.041,-6.048,2.3464
-0.7267,0.0949,-0.866,1.4417,-0.3444,1.0148,-0.5328,-0.1397,0.9438,0.4645,0.3037,0.5999,6.887,3.7744,23.8069,14.113,5.6202,-6.1449,-10.6623,-13.7141,0.7556,-21.2097,-10.503,-7.7333
-0.3905,-0.383,-0.9401,0.8195,-0.457,1.8721,-0.4064,-2.4238,0.1042,1.0025,-0.6685,2.8044,2.1995,-0.1684,4.4498,7.4286,3.3412,9.647,4.8965,-4.1844,-17.8953,1.3777,-6.5623,16.4583
0.5836,2.0231,-2.4354,-0.1438,0.2097,-1.0654,0.9742,0.8449,-1.4284,-0.0412,-0.8109,2.3563,-5.3999,4.4021,5.2779,9.3941,8.3826,-4.9686,2.8455,-8.4005,-12.4412,-15.0276,2.0931,-2.8804
0.1956,-0.0693,-0.1106,0.7629,-0.9562,-0.4303,0.3092,-0.6881,-1.092,1.6537,-0.7005,0.8316,4.3244,3.4211,0.6334,1.9696,6.2458,2.3004,-6.9195,18.2913,-5.0184,5.7946,7.4158,13.1373
-0.4096,-0.5402,0.0663,-0.025,1.6645,-1.1532,-0.2781,0.0532,0.7885,0.687,-1.0512,0.6592,-8.4101,-4.1953,-2.7356,-13.4693,-1.3006,-1.2069,1.0442,-0.578,12.6773,5.3763,2.291,-5.2946
0.01,-1.6112,-0.6744,0.2136,-0.6118,-0.8724,1.3387,-0.0494,-0.3318,-0.2521,1.3838,0.2518,-10.4245,-6.6202,-6.3547,11.6503,21.7703,-4.5526,-1.8172,5.6182,12.3602,-3.435,-22.29,-3.5175
0.5098,2.2016,-2.8293,0.4916,-0.3382,0.3715,-1.6965,0.9673,0.5101,1.1134,1.9879,-0.3856,3.6211,-12.4322,-3.4213,-4.6655,-14.9043,0.5997,7.0619,-6.5102,-7.4683,-6.6447,11.2418,15.0321
0.3368,-0.9614,0.793,0.5214,-0.9632,-0.8972,0.3326,-0.4365,1.8827,-1.3491,-1.956,0.794,13.9139,-3.3071,-10.3284,-1.2479,-15.2574,-0.3292,12.7858,1.3255,5.1259,-18.4084,18.7805,6.3798
