M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
-0.2698,-0.351,-0.1998,0.1651,1.8759,0.0288,-1.2763,0.6547,0.484,0.0711,-0.4735,-1.1449,22.9368,18.8272,9.1832,9.2935,9.1014,11.8283,3.1721,4.5381,10.3586,24.9865,6.7552,28.6083
0.8897,-0.5501,-0.5258,0.0981,0.512,-1.6108,0.1749,-1.7088,0.3375,-0.0146,2.3914,-0.6582,7.7467,20.344,13.8497,6.256,15.4357,2.4886,22.6436,12.6161,26.3109,18.1827,15.7487,12.0171
1.3208,1.2426,0.7847,0.6075,-0.9789,-0.1199,-0.0715,-1.2438,0.1603,1.2656,0.0286,-0.4591,17.1878,12.7657,6.6389,2.2185,17.8708,13.9333,7.4597,20.8998,9.0915,18.0865,2.7466,7.5541
1.9042,2.2329,0.7491,-0.4073,-0.1436,-0.439,-0.028,-0.1409,-0.6136,-1.5381,-0.4017,-1.377,1.2869,8.9892,9.0376,5.5955,17.2889,27.2732,22.4291,12.6094,4.4526,11.3356,17.0524,6.5733
0.6719,2.1134,-0.1604,-0.6891,1.2687,0.9701,0.025,-1.2736,-0.5772,-0.0411,0.544,-0.6715,13.2562,11.48,9.9483,13.7696,7.3061,17.6877,24.1913,13.155,9.4929,20.0401,12.8996,10.5523
-0.0595,0.956,-0.7348,-2.2229,1.9461,0.6295,-1.4666,-1.501,1.4836,-1.8482,-0.2461,-0.6989,11.3393,5.9678,6.9703,4.8266,11.3842,10.0025,9.379,11.6686,19.0469,1.4886,8.8586,14.3079
0.2228,-0.3365,0.8346,0.5926,-0.5052,-0.2004,-1.7134,-0.0092,1.5787,1.662,0.5505,0.4512,13.969,5.5634,28.7403,17.2134,20.2879,8.5195,15.8934,16.9617,11.5836,13.9753,7.5927,16.4088
0.0579,-1.1742,-0.4633,0.03,-1.4221,0.0172,0.1796,0.3043,-0.9221,0.4865,0.9705,0.328,16.6703,6.9236,7.0439,8.2125,17.2735,5.7292,9.4791,13.4807,8.7497,13.5453,11.5659,9.613
-0.35,-0.5346,-1.443,0.8458,-0.9102,1.3731,0.0823,0.4019,0.2673,0.5294,0.5879,-0.7864,24.4413,4.9781,6.909,9.3191,12.3323,4.3991,13.8618,21.6352,26.4761,9.6602,6.0585,16.7813
-0.5752,0.4807,-0.0522,0.2249,0.0536,-0.5729,0.1751,-0.3546,-0.9719,0.0259,1.0898,-0.655,22.8715,8.9432,9.1855,11.4763,13.4664,11.9346,3.3918,7.3544,14.047,4.1561,15.2594,12.9948
0.3809,0.231,0.6301,1.5778,-1.4404,-0.8275,2.0605,-1.2197,0.0321,-0.432,0.1273,0.122,8.4442,10.7524,19.7517,18.2085,18.346,6.7382,11.4776,31.1335,3.4281,15.2642,7.5563,21.8511
0.8982,-1.1616,0.7712,0.4718,0.8346,1.8667,-0.7736,-0.1625,0.486,0.8274,-0.2625,-1.1191,24.6527,11.849,10.6956,13.2456,7.3132,13.9245,11.7934,11.1807,17.1879,15.8996,15.1206,14.73
-0.6303,-2.1603,-0.8896,-0.463,0.3326,-0.2034,-0.8894,0.6082,-0.544,0.905,-0.6074,-1.368,4.1891,15.7115,11.6793,13.7689,15.7426,10.8539,13.8285,9.2609,9.2909,19.3028,18.502,14.4059
-1.1597,1.1892,-0.9381,1.225,-1.2962,-0.9047,0.6865,0.9935,0.4555,0.4301,0.3318,-0.698,7.8626,6.2019,25.4153,27.8158,2.5143,14.827,5.146,5.5417,18.264,18.6882,15.2834,11.6626
-2.4258,-0.5891,-0.5124,0.4489,0.5167,-0.5422,-0.1431,-0.468,0.166,-0.9946,-0.5927,-1.0263,7.9934,12.1604,6.2864,3.1651,11.7119,9.5285,6.3006,22.7162,7.9279,15.8293,10.5373,19.8711
-1.0333,1.3192,0.6868,-0.402,0.2856,-1.2163,1.8787,-1.0548,-0.6662,1.2927,0.5715,0.2246,17.7535,15.0336,17.5425,3.9503,11.4737,11.1942,10.399,19.5445,12.3013,15.7774,16.0033,16.1293
-0.3324,0.6004,1.5932,1.1285,-0.3265,1.4864,0.9407,0.5252,0.3803,0.801,1.7583,-0.6425,5.3557,23.8769,24.7549,7.8091,11.656,10.8542,10.0779,15.1553,23.2951,5.7947,14.6397,10.475
0.3143,-2.1463,-0.6714,3.3154,0.0036,-1.182,0.1864,-1.2925,0.8495,0.3424,-0.6588,1.1937,8.329,18.5511,17.4058,18.1552,11.6267,14.1692,3.1714,17.0948,7.2149,6.3531,22.7223,4.0912
0.415,1.4313,-1.4352,0.2653,-1.1393,0.2851,0.3913,-0.8933,1.8089,-0.3763,1.1583,0.5949,9.523,16.8709,19.1503,7.8627,14.2125,18.3818,10.0127,7.157,9.2852,12.5623,17.61,8.9176
1.5881,-0.8549,0.1958,-0.541,-0.8779,-0.5495,0.8172,-1.8856,2.9096,0.8911,-0.5032,1.4074,25.6674,18.226,13.9773,14.5755,7.7639,11.8673,11.3159,13.2176,6.5943,9.0988,6.2666,11.7386
-0.033,-0.4174,0.2417,1.8122,-0.182,0.7532,-0.0755,0.67,1.6397,0.4878,1.0216,0.1495,13.9843,12.4339,4.1685,20.9274,8.4588,12.7826,5.4949,10.0491,9.3262,11.6784,10.1272,10.4052
0.7265,-0.4964,-0.276,-0.0988,1.3165,0.521,0.8713,0.3439,1.6743,0.1985,-0.3453,0.9481,8.5616,10.6985,9.3192,12.8094,10.6019,20.0195,18.7477,8.3882,9.9595,14.1178,27.6842,6.8604
0.083,0.2613,-0.346,-2.3325,0.131,-0.6559,0.6584,0.5742,0.3466,0.2859,-0.3127,-0.5449,4.3548,7.5327,8.4022,11.168,4.9164,9.0931,17.0502,5.2515,10.3699,7.4542,6.4811,20.8892
-1.9058,0.9228,-1.2036,-1.1992,-1.1806,-0.0294,-0.2647,0.8432,0.2628,-0.0512,1.3391,-0.6783,19.3868,19.9504,6.94,14.701,10.8874,19.8919,13.9098,9.8918,9.8451,0.6344,3.1901,8.6786
0.1099,0.1775,-0.9889,0.8117,0.6093,-1.3303,0.2529,2.1188,0.7514,0.3397,1.1541,1.1282,18.6627,5.8001,9.5307,17.6561,14.1371,30.8554,8.8875,13.4712,10.176,8.3227,5.0302,5.0491
-1.2909,-1.1574,-0.6778,1.1451,-0.2747,-1.5989,-0.0801,-0.151,0.9134,0.9999,0.4581,-1.3371,29.434,17.3433,17.5294,6.215,12.0947,11.7327,6.6847,30.8304,14.6893,14.3728,12.2441,5.8983
0.801,-0.496,-0.712,0.2845,1.0279,-0.2084,-1.1614,-0.0164,-0.0859,-0.9812,-0.6103,1.5258,13.9659,5.899,19.0728,16.1732,7.9719,22.8829,5.5916,14.6237,8.5719,16.4902,15.4234,17.1402
0.3431,-0.3447,0.5048,-0.237,1.0497,2.41,-0.4576,-0.8936,0.05,0.447,0.7968,-0.6197,5.1019,22.9806,15.2406,11.3541,5.0988,22.0366,9.7244,16.6932,18.1613,4.5796,16.3582,4.7942
0.5213,-0.6122,-0.2833,-0.0042,0.2554,0.7053,-0.8142,0.4163,0.7944,-0.4728,0.2236,0.9847,10.4164,7.5853,1.6209,13.4862,19.1524,7.6814,5.5031,18.6623,8.2288,6.4648,19.0545,21.5174
-0.4564,1.3443,0.2514,0.3482,1.6579,0.4744,1.0051,1.3861,-0.1389,-1.6651,-1.2369,-1.7456,23.4698,3.0555,5.8972,1.7222,11.377,22.9425,8.5907,14.7851,6.1263,13.8039,13.6686,12.6776
