M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
3.393,5.262,5.802,5.261,1.3,6.082,4.649,3.072,4.487,3.041,5.782,6.556,7.091,5.25,6.305,7.124,6.519,6.785,6.757,5.216,8.307,7.168,6.14,6.427
2.955,4.673,0.71,4.322,8.99,4.361,4.805,4.882,2.702,5.421,3.266,5.083,7.202,5.531,3.987,5.175,2.887,8.444,6.019,4.95,6.33,7.559,7.961,3.255
6.232,4.269,4.049,6.233,5.051,7.174,4.6,5.167,3.089,4.027,3.078,3.394,3.749,6.673,3.465,9.057,6.782,9.881,6.341,6.448,9.928,4.564,8.239,6.035
3.008,3.367,6.275,5.436,4.899,6.38,5.014,6.1,5.296,4.912,3.507,3.864,6.373,7.256,4.206,7.351,8.264,4.741,4.95,6.136,4.458,7.913,5.495,6.854
2.86,3.435,6.597,5.269,5.478,4.034,5.578,6.129,5.144,6.18,3.814,7.682,9.519,5.982,7.097,8.584,5.809,4.615,7.865,5.463,4.596,6.78,8.302,5.52
3.132,2.978,4.39,1.981,1.24,1.983,4.111,4.568,1.624,6.578,6.398,2.713,4.422,5.075,4.59,7.96,3.765,8.665,6.129,6.456,7.41,6.79,6.993,7.162
3.689,3.075,5.672,5.231,5.916,1.631,4.308,3.673,7.954,4.819,2.969,5.948,7.072,5.124,4.25,7.933,5.027,3.869,4.865,6.675,6.249,6.043,6.118,5.524
4.87,4.23,5.806,5.931,3.462,4.235,3.155,5.105,4.914,5.453,3.392,4.579,5.597,8.08,9.639,7.582,4.802,7.987,7.615,7.088,6.961,5.893,6.854,7.568
3.74,0.559,7.714,3.186,4.906,3.429,4.163,5.293,6.473,5.057,5.622,4.106,7.33,3.297,7.798,6.787,5.928,8.281,6.044,6.776,7.533,5.339,2.818,6.523
3.61,4.579,3.752,4.754,7.508,5.732,5.382,3.308,5.296,2.321,3.719,6.111,6.075,4.884,6.188,5.63,4.581,8.012,7.136,8.246,7.807,7.63,6.327,7.635
5.284,7.639,2.624,3.565,0.289,5.263,4.842,3.983,5.54,3.446,6.245,6.103,6.901,8.303,8.263,4.024,4.23,6.105,7.351,7.79,6.986,6.421,6.581,6.176
5.607,2.127,3.199,5.682,5.63,1.355,4.89,3.404,2.871,4.584,3.372,4.31,5.766,5.523,6.435,7.503,8.469,2.38,7.09,7.466,7.259,6.429,6.398,8.353
5.359,4.799,4.429,2.291,3.52,3.777,4.022,5.401,2.85,5.436,4.406,7.3,8.588,7.893,5.014,6.103,4.808,6.241,5.868,7.097,7.723,5.019,8.647,8.282
5.69,3.855,4.228,5.687,4.547,3.643,6.642,4.176,3.455,5.968,4.969,4.085,9.327,8.292,6.172,4.91,6.91,3.125,5.707,5.893,3.648,3.333,3.993,6.049
3.287,3.822,3.618,5.25,3.744,6.664,5.371,2.079,4.761,5.399,3.505,4.471,8.419,5.869,6.647,8.235,4.068,3.889,5.342,8.313,7.172,5.489,6.18,9.094
4.105,3.319,4.71,3.972,4.719,5.058,3.318,5.253,5.737,6.075,3.997,6.524,6.242,5.567,4.745,5.847,4.911,6.704,5.198,4.412,6.743,7.288,6.186,4.415
5.585,4.741,3.871,3.337,4.687,6.829,4.839,2.98,5.277,6.907,3.799,3.402,6.443,5.832,3.512,8.025,9.402,8.893,7.927,8.249,6.934,3.532,8.08,3.289
4.682,4.916,6.073,5.193,2.988,3.747,3.333,4.372,5.673,2.444,5.014,4.177,6.296,5.64,7.848,8.332,8.118,5.826,4.868,5.912,7.171,6.675,6.448,6.71
3.316,1.371,2.789,4.328,5.011,2.169,4.147,5.046,2.464,4.547,3.974,6.091,8.382,3.872,6.934,7.234,5.473,9.407,8.477,6.456,7.325,5.525,6.826,5.721
4.934,3.325,2.377,5.067,2.924,4.522,3.641,3.965,4.093,3.243,3.112,4.425,10.0,7.232,9.066,5.545,7.838,9.135,5.531,9.304,7.366,7.263,6.153,8.652
4.051,2.913,5.661,5.243,4.671,3.419,4.144,2.666,4.104,3.253,7.751,5.406,4.444,7.475,5.73,7.585,7.106,6.453,5.532,8.657,6.646,7.569,6.731,5.183
5.458,6.549,4.756,5.59,5.784,3.191,1.242,6.762,3.364,4.263,6.026,7.048,8.705,4.862,6.69,7.72,3.811,5.714,7.311,5.837,4.643,6.704,4.735,7.673
7.964,1.431,5.663,4.608,3.785,5.436,5.453,5.61,5.048,4.311,8.418,2.999,7.515,5.305,7.367,6.479,7.753,7.033,6.492,6.713,9.494,8.899,5.78,4.627
4.857,4.182,4.02,4.692,4.536,4.052,5.877,6.184,3.825,0.997,4.297,5.623,3.467,5.38,6.392,4.597,7.251,7.422,9.835,6.002,5.936,6.085,6.721,7.252
2.798,4.209,5.728,2.904,3.694,3.85,3.235,2.853,4.052,4.454,3.724,5.05,5.858,7.016,5.373,6.587,5.492,5.722,10.0,7.977,4.772,7.978,5.186,5.095
4.519,7.749,5.206,2.777,4.29,3.701,5.003,4.765,2.844,5.625,5.715,4.191,7.277,6.211,4.335,7.478,8.791,5.047,3.4,6.021,5.683,7.993,9.51,5.029
4.908,3.778,6.389,1.923,3.497,5.016,4.671,3.108,3.818,3.407,3.859,5.144,6.568,6.306,8.951,6.982,5.529,6.69,5.93,7.722,4.341,9.378,8.632,5.64
2.925,6.494,5.313,6.141,4.898,2.545,6.349,4.594,1.535,5.286,4.884,4.632,3.27,6.092,7.782,4.407,3.679,6.122,8.552,8.137,3.438,6.356,7.08,5.152
5.158,2.091,5.311,4.488,6.78,4.365,4.154,5.435,4.034,3.207,2.928,6.993,7.369,6.517,7.733,4.783,7.759,7.926,7.027,6.098,3.512,6.203,6.404,4.933
5.603,4.218,3.342,2.44,5.119,3.944,2.702,6.186,3.6,3.363,6.495,6.196,4.473,7.017,4.154,5.039,5.583,4.703,3.572,7.438,6.278,6.157,5.586,7.134
