M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
8.178,6.689,6.276,3.521,8.389,8.223,6.277,7.711,8.454,1.294,8.425,2.447,1.581,1.227,0.346,1.976,0.988,4.822,3.661,3.178,0.809,2.943,9.186,5.031
5.114,6.068,2.651,9.516,0.734,6.208,7.899,1.947,3.6,0.134,6.368,0.355,0.728,2.389,2.742,4.243,1.865,6.776,7.64,8.663,9.994,3.651,6.706,6.949
5.055,2.28,8.198,4.212,2.325,1.411,2.539,2.992,2.714,4.091,2.504,9.415,9.809,3.77,5.815,0.172,8.04,8.475,3.993,0.71,9.961,8.075,2.462,5.772
2.087,5.346,5.77,8.796,6.019,7.292,2.09,2.733,4.699,2.939,4.321,3.674,8.81,9.254,6.007,6.835,8.049,0.57,6.294,7.706,0.765,1.108,4.963,4.303
0.457,0.17,3.413,9.463,3.667,7.739,1.246,9.331,3.077,6.765,4.47,3.574,4.109,2.93,0.559,9.54,4.746,9.472,5.851,1.901,5.229,8.669,0.726,8.859
3.094,9.649,2.367,8.118,6.171,3.055,3.467,8.067,4.016,7.837,2.44,5.777,2.215,0.959,2.995,3.159,5.09,1.288,4.837,6.071,8.723,3.632,1.625,4.625
8.19,2.214,9.534,5.982,3.075,0.051,8.096,3.207,8.378,8.786,2.584,2.038,3.142,9.309,4.938,7.964,2.426,3.961,5.005,2.1,1.448,8.369,6.813,3.463
6.196,8.73,5.211,0.319,5.593,9.926,2.868,7.448,9.613,6.417,3.012,1.656,1.839,5.107,4.894,7.24,3.089,0.148,4.793,9.488,3.179,4.741,6.108,9.72
1.44,2.683,7.008,9.373,5.523,6.507,6.535,8.483,8.756,7.398,6.281,7.687,6.238,1.177,2.644,2.563,6.732,9.812,1.3,8.245,3.829,2.329,4.959,8.101
0.573,1.497,7.018,9.956,8.386,9.594,9.458,9.284,0.659,5.274,1.514,2.308,8.406,0.32,7.708,8.85,5.423,4.877,2.206,6.696,5.718,2.369,9.826,5.097
3.402,0.52,3.995,7.306,0.301,2.545,7.348,4.644,5.486,1.037,9.927,8.942,5.113,0.848,2.537,1.941,7.544,3.683,4.521,2.385,1.056,1.372,9.079,5.394
3.198,6.214,0.82,9.404,1.058,5.052,8.183,6.848,4.729,8.165,9.851,5.762,3.748,1.19,3.955,9.695,7.701,4.634,4.228,2.115,4.024,7.028,0.546,8.566
8.741,1.749,0.996,7.464,7.112,7.921,2.933,1.547,6.604,7.416,0.27,3.017,0.898,3.01,4.927,9.328,1.092,1.988,1.201,6.759,4.799,6.354,8.374,9.775
0.194,9.71,9.315,7.589,8.681,9.282,9.894,5.281,2.654,5.472,6.771,9.354,3.591,4.684,4.272,7.438,4.429,4.352,7.163,5.947,8.859,3.549,2.147,1.381
3.397,4.905,7.404,6.85,8.345,0.938,4.894,1.174,7.125,6.853,3.671,6.337,3.781,5.441,3.523,5.489,5.272,0.601,2.807,6.812,8.547,0.536,3.588,0.411
6.548,9.96,9.138,7.031,9.039,7.764,0.403,9.143,0.271,4.077,5.282,1.137,0.922,4.137,2.654,0.84,3.267,4.112,6.153,3.737,9.68,8.492,8.991,0.576
6.16,4.403,5.327,9.07,8.392,3.508,9.067,1.07,3.039,3.113,5.623,9.598,9.519,8.729,2.286,6.162,7.741,7.304,4.145,5.423,9.91,0.995,1.558,4.798
3.106,7.128,9.306,8.276,8.498,2.173,2.804,8.836,7.994,5.248,3.147,8.81,4.079,4.856,8.531,3.0,4.666,2.013,4.174,6.909,7.012,4.324,7.568,4.437
1.385,3.883,5.65,6.843,5.096,2.574,3.217,1.747,5.707,1.639,8.887,6.625,9.32,8.872,7.553,4.187,4.821,0.44,9.753,2.643,1.447,3.581,1.213,2.479
0.943,1.255,3.454,5.629,2.676,2.131,6.468,1.467,0.107,3.418,6.203,8.929,1.783,7.22,0.994,4.801,9.519,4.891,7.189,6.466,3.848,8.922,9.97,9.122
8.244,9.878,5.323,6.245,6.288,0.963,4.108,2.624,9.579,7.933,0.408,8.895,6.861,5.067,7.597,9.258,2.103,2.271,8.388,3.325,9.957,2.387,9.912,9.929
5.432,4.147,7.816,2.972,2.136,0.573,0.213,1.646,8.68,2.202,2.847,2.013,4.274,2.284,1.232,0.007,8.015,5.758,5.051,0.083,8.377,5.037,8.129,9.04
7.482,4.508,1.386,4.626,5.45,4.048,2.278,2.378,2.245,8.269,2.008,2.495,6.952,5.048,4.304,7.832,3.088,6.893,9.165,3.473,0.477,5.359,5.935,5.448
9.116,5.042,2.78,6.009,0.519,3.807,8.124,5.546,4.698,2.55,3.453,5.013,5.412,7.786,1.154,7.412,3.134,9.068,6.506,3.541,2.844,4.667,7.341,6.846
6.123,5.234,6.768,6.457,6.932,2.74,0.183,6.704,0.714,9.517,7.968,9.334,9.665,2.687,4.056,9.753,1.306,9.802,9.684,8.19,6.269,0.795,4.708,3.647
9.277,0.512,8.492,6.274,1.264,1.18,6.788,7.018,8.324,8.376,1.271,0.261,3.705,1.658,6.209,0.73,6.315,3.893,9.44,2.884,8.193,8.847,4.691,9.998
6.4,0.044,2.252,3.297,3.957,2.345,7.895,9.257,7.288,3.772,8.357,5.059,5.955,3.21,9.476,5.416,3.287,6.19,6.063,1.572,6.982,6.491,0.785,2.818
0.134,9.985,8.425,4.694,2.993,4.328,3.901,8.667,7.965,9.559,7.561,9.097,1.525,7.42,0.769,5.792,2.213,1.763,7.546,5.731,5.095,6.665,1.326,5.87
4.673,3.276,4.943,0.679,7.083,0.257,5.932,1.269,2.403,4.498,6.386,2.664,6.184,5.227,3.337,5.491,6.896,6.009,0.3,0.902,9.939,7.813,0.181,7.32
7.731,7.212,1.363,6.309,6.61,6.157,4.724,0.206,2.334,3.003,6.506,8.636,6.393,7.227,8.683,9.126,1.333,4.416,4.924,7.268,9.74,8.712,9.397,5.754
