M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
5.902,4.41,5.478,4.819,4.725,6.629,4.165,4.059,6.119,4.579,3.482,4.946,4.904,5.526,5.637,4.365,7.514,4.423,4.234,4.426,2.899,7.571,4.699,5.205
3.835,3.56,3.79,1.31,4.081,2.616,2.565,8.26,4.894,7.088,4.086,4.834,6.75,6.18,6.374,5.449,6.575,6.031,4.534,5.079,5.838,7.922,7.136,8.722
3.27,3.943,5.067,5.369,5.442,2.448,6.379,7.522,3.275,3.541,1.317,7.611,3.819,4.152,8.188,7.878,7.072,4.811,4.115,4.515,3.805,5.863,7.875,4.925
7.902,2.457,2.321,5.441,6.84,4.273,7.287,5.246,5.45,2.886,2.767,4.806,5.05,2.327,7.838,7.121,6.982,3.138,2.682,2.715,3.223,7.273,1.132,7.353
4.957,5.032,4.271,3.504,4.429,2.195,3.965,6.602,0.063,4.443,5.575,3.76,6.776,5.407,5.602,4.418,5.596,5.69,6.114,7.337,6.14,2.72,4.871,5.426
6.328,3.015,5.574,5.119,4.729,6.2,5.127,6.404,4.015,7.436,3.944,2.044,7.598,3.394,7.838,2.71,4.251,3.868,4.804,5.142,6.159,2.882,5.316,4.12
5.765,7.475,6.203,6.328,5.618,5.383,5.215,4.701,3.29,0.37,3.193,6.317,3.492,5.769,3.479,9.284,3.779,4.439,5.191,0.783,2.953,7.716,5.724,5.799
4.845,4.407,2.582,3.195,4.043,3.694,5.38,2.195,5.66,4.001,6.128,5.793,3.817,5.832,7.162,1.9,5.536,6.947,7.789,6.449,6.242,5.878,4.75,7.731
2.368,3.682,3.155,4.965,5.898,5.672,4.58,4.494,7.873,5.724,5.292,4.827,4.044,5.536,4.244,9.225,5.27,5.237,1.907,5.858,4.828,5.342,6.945,6.194
6.157,4.119,3.876,2.783,4.774,5.429,7.027,7.121,4.34,3.054,3.22,3.774,5.036,8.082,4.681,5.713,3.576,3.104,3.92,5.907,4.89,2.011,4.44,5.621
5.125,1.801,5.212,4.353,4.896,5.699,6.294,2.599,4.211,2.311,3.364,3.808,3.139,4.204,7.79,6.434,6.768,4.058,5.36,5.8,4.465,7.365,5.319,6.114
2.463,2.947,6.004,6.199,3.644,2.8,3.041,9.095,3.334,4.949,3.723,3.692,3.531,6.484,6.727,5.076,5.657,6.598,4.059,3.39,4.891,5.694,4.828,4.972
3.105,5.659,2.937,1.563,0.586,3.904,4.962,4.255,3.618,3.417,4.466,4.717,5.947,5.428,5.666,3.436,6.702,4.54,4.974,6.821,5.89,4.391,4.022,6.861
