M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
-1.0719,-0.5165,0.3924,0.252,0.0405,-0.8042,1.1536,0.4558,-0.7183,-0.2866,-0.2935,0.2267,2.9915,2.9682,5.0346,3.2494,4.7043,2.2625,2.3338,2.7764,2.7331,1.9212,1.988,5.033
-1.4472,0.1852,0.1851,-1.6851,-0.0193,-1.5877,2.0783,-0.3562,1.2569,-0.3643,0.7663,-0.8722,3.0787,2.8692,2.6781,3.1012,0.9657,2.4646,3.2299,3.55,2.6543,4.4499,1.8939,1.8246
-0.6727,1.0038,0.2503,-0.3316,1.8966,-0.6676,1.251,-1.5474,0.0955,1.1164,0.326,-0.2989,4.6245,4.3656,1.6687,3.238,2.7299,3.1607,3.3245,3.6091,2.3246,3.0975,4.6476,3.6967
-0.0997,-0.3649,0.3554,0.1519,2.0444,0.6319,-0.1661,-1.1081,-0.1679,0.3306,0.2336,-1.2274,2.2885,2.914,2.6745,1.6219,3.4005,3.7833,3.576,3.5761,2.3874,1.6135,2.6924,1.259
-0.3909,1.1896,-0.6681,-0.4613,-0.0644,0.1165,0.0448,0.4801,-0.6785,-0.264,-0.9088,0.9701,2.0713,4.0315,2.5409,3.1942,2.83,3.575,3.7245,3.7208,3.5972,3.8071,3.3005,2.4858
-0.3736,1.4148,-0.6651,1.2053,0.096,0.5926,-0.0924,-0.266,-0.5339,0.3161,0.4913,1.3362,2.9333,2.294,3.295,4.2038,2.18,2.13,2.0806,0.7778,3.3664,4.8155,2.7142,2.3858
0.8326,-0.0445,0.6757,0.6423,0.2202,0.2838,-0.9077,0.8312,-0.7325,-0.3817,-1.9646,-0.3127,2.672,3.0004,2.4686,2.8171,3.7246,2.1569,2.726,3.6219,3.2875,4.8596,2.4344,3.0037
0.8033,-0.3884,2.0744,-1.4743,-1.3808,-0.1667,0.846,-0.2531,-0.555,-0.0413,-0.095,-0.2791,2.9953,2.8791,2.6996,2.473,2.3091,4.0503,3.3408,4.5524,4.1145,2.6934,3.2391,2.4731
0.1692,1.0586,-0.2541,-1.9107,0.5016,-0.7363,0.4978,1.1901,-0.4246,-0.2217,-0.6418,-0.2686,3.6567,3.1841,4.0595,3.8048,3.7062,5.4756,3.3046,2.5978,3.6893,3.9819,4.0853,3.4773
0.4157,-0.0093,-0.524,-1.6053,-1.0455,-1.7988,0.4105,-0.0335,1.1262,-0.2116,-0.3507,0.6094,2.1729,2.0891,1.8946,2.3316,3.8842,2.385,1.9936,4.8293,2.4021,3.634,3.3642,2.8468
0.22,0.7983,-0.5631,-0.7883,-1.1774,-0.661,-0.5278,0.0451,1.7145,-1.2579,-0.478,0.8837,1.1711,1.8833,3.1389,3.6478,3.0998,2.9493,1.5147,3.3002,3.8881,3.1894,3.4634,1.7759
1.2318,0.6814,0.9272,0.1482,-0.4136,-0.0773,1.9947,-0.7116,-0.0103,1.3875,0.5964,-0.1007,3.4616,2.0545,2.2616,1.8424,3.3856,2.4892,4.5181,2.6261,3.1366,4.0406,4.3508,1.2792
-1.3935,0.0453,-0.3436,-0.4119,0.5509,-0.896,-1.0752,-2.0406,0.1798,1.3699,-0.9985,-2.1312,2.7119,3.6171,2.4408,0.9822,1.149,3.5513,1.9116,2.9818,2.2172,1.0752,3.7465,0.6929
0.4789,-0.2335,-1.0442,1.0437,0.0576,-0.8613,-0.3083,-0.8007,-0.91,0.9598,-0.5619,1.49,2.3691,2.5423,5.097,2.8076,2.3179,1.2905,2.4486,1.4046,3.6236,1.1953,3.2693,2.0507
-0.673,-0.6553,0.8017,-0.4481,0.8245,-0.4761,-1.7782,2.5698,0.2372,0.229,0.8728,1.448,-0.5166,2.1646,5.6149,0.7785,0.9554,4.5933,1.5821,3.6963,1.725,4.0147,2.335,3.1943
2.1597,0.5308,-0.3578,1.3493,-1.7759,-0.0082,-2.6455,-0.8123,-0.1524,0.6861,2.1479,-0.2345,3.1829,2.261,1.872,2.7269,2.7519,4.7066,3.2368,4.1045,3.6686,2.4663,3.1873,4.3603
0.0424,0.0866,0.4783,0.3308,-1.1579,2.0211,0.1049,-1.5958,-0.644,-0.4857,-0.1258,0.8014,1.7014,3.1619,1.6479,1.9346,4.1735,3.5496,3.2892,3.5415,4.8552,2.6373,1.3598,2.6738
-0.4548,0.9144,0.6966,-0.5133,0.9977,1.4808,0.581,-2.028,-0.3109,0.9918,0.5311,0.6314,2.933,2.9035,3.6488,3.0165,3.8368,1.6337,4.0889,2.9205,4.7954,2.4307,3.0464,4.3352
1.0162,-0.9309,-1.252,0.6448,-0.482,0.2868,-0.2781,-1.2467,1.0658,-2.3304,1.4421,-0.6632,2.5779,2.9792,2.854,4.4979,3.1381,2.8067,3.8569,2.6523,4.3082,2.3268,3.9155,3.5766
-0.1963,1.2308,-0.7465,0.8459,-0.5967,0.2734,1.3932,1.0885,-0.6326,1.3436,1.1584,-1.0064,3.101,4.4864,1.9116,1.9899,3.3295,2.5896,2.3001,0.9175,4.3053,4.9458,2.4969,2.9074
-0.6809,0.2025,0.4151,-0.5598,1.4174,0.6582,0.407,1.1543,1.6375,0.3205,0.4988,0.538,3.6201,2.402,1.6436,2.7319,2.949,5.5446,4.0601,3.1263,3.365,0.2171,3.3193,3.7324
0.9294,0.7455,-0.2197,1.4035,-0.6169,-0.7806,0.9698,0.3853,-0.6058,-0.8639,1.5325,-0.6145,6.5496,4.8431,2.8699,4.5918,4.8684,4.4257,3.3584,3.2622,3.54,2.546,1.7757,2.8877
1.0025,-0.7225,1.2205,-0.8726,-0.1803,0.0145,0.1702,0.2739,0.6484,-0.8299,-0.1209,-1.8564,3.0866,2.7223,4.6113,2.8811,3.3608,0.1195,4.3208,3.5109,4.5741,4.1582,4.4256,4.0612
0.6085,1.0633,-2.1308,1.2904,-0.6628,1.3536,-0.3062,0.3816,1.6388,0.6898,-1.9108,-0.2628,2.0025,3.2022,2.4183,2.4506,2.2079,4.2766,2.4879,2.1854,1.8617,3.3819,3.3906,2.4578
-1.0228,0.524,-0.6255,-1.6295,0.1307,0.5515,-0.4714,1.5366,-0.3411,-1.5443,0.3167,-0.7654,3.8685,2.7229,1.2761,0.6681,1.8154,3.7005,2.9952,4.7879,4.482,4.018,2.8337,2.6944
2.1976,0.0824,-0.4274,2.2504,-0.8075,-0.5941,-0.6574,-1.3535,-1.132,1.0076,0.0055,-0.2594,4.0414,4.4813,4.9291,4.009,1.87,3.232,2.4208,2.8879,3.1031,4.1584,2.283,3.4902
0.6896,1.3767,-1.4554,1.4513,-0.4935,-0.9738,1.7657,0.3379,-0.6701,-0.4367,0.4803,3.0736,4.2867,1.8895,2.6833,0.8532,3.3471,3.842,2.0255,2.863,4.1212,1.7953,2.4797,1.6334
0.6066,-1.2845,-0.8349,-0.3751,0.1063,1.3612,-0.9883,0.0674,-0.9669,-2.6638,-1.8471,0.553,2.5716,3.4671,4.1955,3.6323,3.6967,3.1556,1.7308,2.9602,5.1864,4.9304,3.7913,2.1505
