M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
-0.0527,2.0141,-1.2001,1.142,0.3498,0.2234,0.5025,-0.9817,0.8658,-0.1894,-0.5738,-0.8131,-1.164,-3.3504,-0.4304,-1.445,-3.8325,-2.7568,-1.4488,-2.0362,-2.5046,-1.9996,-3.0404,-1.2588
0.1143,0.5838,0.3625,0.3841,-0.5651,0.6747,0.2206,-1.8513,-0.936,0.3222,0.3008,1.2743,-3.5411,-2.0831,-1.4448,-1.4771,-2.5708,-1.7403,-3.2215,-0.8907,-3.1448,-1.9175,0.4949,-1.4683
0.574,0.1688,0.2471,-2.1273,1.2453,-3.2177,-1.238,-0.0576,0.6285,0.1809,-0.1995,0.3587,-0.4103,-2.3001,-2.1839,-2.3921,-2.2387,-1.9424,-2.3905,-1.2959,-0.9792,-2.4627,-2.1446,-3.0652
-0.3425,-0.6255,-0.862,0.381,0.1799,-0.7829,-0.7321,0.1497,0.1673,-0.1199,-0.0347,-0.3417,-2.8388,-3.0534,-1.7939,-0.8729,-3.5543,-2.7149,-4.1421,-1.4607,-0.9065,-2.3095,-1.4667,-3.3625
-0.1504,0.3644,-1.0591,1.937,0.6239,0.0359,0.2601,2.0903,-0.4224,-2.0623,-0.4775,-0.4413,-2.2698,-2.082,-3.0359,-2.7199,-2.1069,-2.0794,-1.3025,-3.5182,-1.8609,-4.7197,-2.834,-3.4573
1.8636,-1.3249,0.558,-1.4426,0.6801,-1.1686,-1.5724,2.5308,-1.1748,0.3439,0.1226,0.0894,-3.2098,0.1776,-2.4702,-1.3957,-1.5222,-3.0199,-1.1959,-1.9969,-2.1743,-1.7776,-1.9586,-2.1216
-2.8371,-0.2737,0.4022,0.7248,0.3461,-0.5205,1.6055,-0.1452,0.1267,-0.4128,-0.0698,0.2999,-1.1386,-2.0209,-1.8152,-1.9502,-1.6907,-3.178,-2.2032,-1.7952,-1.5854,-0.9146,-2.1701,-2.5339
-0.6415,-0.3165,0.3363,-0.6512,2.5757,1.5828,0.598,1.2418,0.3163,-1.3169,-0.7684,1.3901,-3.7137,-1.8118,-2.7702,-2.3093,0.2914,-1.8904,-2.1682,-0.0623,-2.6282,-2.3526,-0.9201,-0.2893
1.0035,0.3329,-0.9866,0.1783,0.7161,0.2963,-0.2551,-1.3873,-0.8998,-1.431,-0.3792,-0.2248,-2.3197,-1.9604,-2.3219,-1.8982,-1.972,-0.1671,-2.5931,-2.1564,-1.0789,-4.358,-1.2848,-2.8971
-0.1416,2.1714,0.5847,-0.5014,-0.5461,0.1396,-0.3626,-0.9009,0.714,0.1165,0.3776,-0.5198,-0.4738,-2.0381,-0.4059,-1.1909,-2.4412,-2.9114,-1.4336,-3.0817,-1.9124,-1.1832,-1.0461,-2.4342
