M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
0.8579,-0.579,1.0839,-0.6496,0.3806,-1.5168,-0.1392,-0.6931,-0.6905,-1.1338,0.7102,0.3928,3.0608,2.702,2.4566,4.2695,2.7275,2.9662,3.174,3.259,3.4798,4.7663,2.0327,1.4327
0.7357,-0.6095,0.1199,-0.7677,-1.6383,-1.6354,-0.5742,-1.237,-0.5459,1.2509,-0.5039,0.9451,4.0567,2.4717,2.7434,2.7554,2.5686,2.1805,4.2052,0.9204,3.4717,4.2688,4.7885,4.1543
1.3338,0.1786,0.4549,1.1363,-1.8713,-0.5337,-0.2541,-0.5875,2.0811,0.246,-0.6252,0.5692,4.5447,3.2548,3.2088,2.7218,2.5195,1.8315,1.4805,3.5598,2.1004,5.0247,1.6928,2.5345
-0.5692,0.4333,2.6613,1.1068,0.2629,-1.5404,3.4343,1.111,-0.9881,-1.0268,0.7954,-0.3852,3.589,3.3556,3.4247,4.2874,3.0433,2.9017,3.0025,3.5712,3.2381,2.9364,2.9672,4.3582
0.7522,-0.2736,-0.3167,0.8014,0.2304,-0.3074,0.5179,-0.1185,0.5018,0.3767,-0.1641,-1.4827,2.1088,3.3531,3.8721,1.9634,1.5193,3.1061,5.1891,2.6694,3.2678,3.476,3.5707,3.577
2.0337,-0.3064,-0.5231,0.2809,-0.0656,0.7753,1.5547,0.0546,0.1,-1.5135,0.6288,1.1176,3.2879,3.1736,2.817,4.5152,2.3869,3.8374,2.5151,2.3917,3.1291,3.8402,2.2962,4.4027
0.5976,0.1742,-0.8019,0.2387,-0.8053,0.379,1.2713,-0.1595,0.2892,-0.2452,-1.4182,0.9675,3.1606,2.6383,3.5174,2.5491,2.1824,4.872,3.5518,3.991,1.3949,3.8431,3.7609,1.1661
0.7295,0.252,0.3383,-0.5492,-0.1073,0.5915,1.579,1.1128,-1.0798,-0.662,-1.2554,-0.0474,4.1421,4.3099,2.2477,3.4186,2.1405,2.1546,3.1756,3.4217,2.8567,2.5092,2.5619,2.8833
0.3174,1.2171,1.6619,-1.2997,0.8507,0.8752,0.1531,-0.2558,-0.0668,0.569,1.1698,1.5158,2.9623,1.6237,3.5488,1.4913,2.1674,3.2881,3.0127,2.8628,1.8394,3.4679,3.1699,3.6883
1.3051,0.7799,-1.4363,-1.1697,0.3357,-0.1132,1.5805,0.8371,-0.6219,0.4722,1.3823,1.1775,3.8724,3.3163,3.3874,2.7533,2.6659,2.9633,4.832,2.6626,4.1271,3.6087,2.4993,3.8401
1.633,1.4278,0.3782,0.6164,1.4335,-1.1248,1.0446,-1.635,0.124,-0.4024,-0.2377,0.3987,3.1415,3.6693,2.7064,4.1704,2.2653,4.4405,3.5958,2.4992,2.9127,1.9288,2.6716,2.8537
1.5869,-1.2644,-0.8228,-0.366,1.2386,0.3173,2.2946,0.2712,-0.5831,1.2685,0.5682,1.4102,4.6676,3.7426,5.6212,2.7239,3.1866,2.4036,4.491,3.2135,5.4244,3.0263,3.1285,4.0146
0.0826,1.7477,-1.2544,0.6137,-0.5839,-1.7123,-0.1997,-1.7452,0.5082,2.4592,-0.1535,0.3879,1.5781,4.3271,2.2792,3.3057,3.1896,2.5514,2.3613,1.8864,3.276,3.5997,4.6126,3.6669
-0.1752,0.0589,-0.4372,-0.4134,-0.7827,0.3844,0.5725,-0.362,0.5447,-2.0536,-0.1425,-1.6851,2.4953,3.532,1.3043,3.9066,3.6079,4.0691,2.1112,1.7514,3.7122,2.2028,1.9192,2.2742
1.2718,-0.0981,0.2617,-0.0947,1.1039,0.1514,-0.2944,-1.2354,1.8439,0.5505,0.0705,0.4506,3.2258,4.5324,2.4447,1.1742,0.2085,3.4467,3.659,3.4667,2.6615,2.9588,1.4483,2.2042
-0.4351,0.6744,-1.4475,0.3712,0.4514,0.5184,2.1389,-1.0745,0.7901,1.4026,0.0614,1.4166,4.0506,2.7549,-0.0283,4.0818,4.1609,4.9129,3.6462,1.2663,2.6026,3.2768,4.5105,2.9864
3.7731,0.4741,-0.0765,0.5948,-1.2674,-1.4002,-0.0039,-2.3479,0.5622,-0.2434,-0.0473,-0.0833,2.8799,2.3611,3.6228,4.6583,3.7814,2.1444,2.1185,3.737,3.3784,2.8606,1.8106,3.0476
0.3378,0.6885,-1.2621,0.3308,0.6427,0.0884,1.6778,-0.7109,1.6378,-1.1672,-0.1559,-1.1739,3.9112,2.1685,2.6566,2.7499,2.493,1.9559,3.9158,2.5411,3.1825,3.4662,0.2547,2.2503
-2.3082,0.7848,-0.8023,-1.0043,1.8153,0.4064,0.9874,0.9445,-0.3413,0.8468,-0.0171,0.1323,1.1835,4.0474,5.142,3.5156,1.3774,3.8448,1.382,2.3716,3.0907,1.5993,3.1789,3.9844
-0.743,0.2658,0.6015,-0.633,-0.2726,-2.1152,1.0551,-0.6307,0.9894,-0.7429,0.3841,0.0596,1.5242,2.4818,2.2573,3.0769,3.4289,1.3313,1.7799,0.6629,2.6484,3.3728,2.0722,2.9182
0.1505,1.3199,-0.7839,1.1137,0.9919,-0.1726,-0.6299,0.2772,-1.447,-1.4249,-0.9402,-0.2048,3.7622,2.626,3.2178,2.6873,2.833,3.4638,2.8804,3.3964,2.4804,1.8137,2.9528,2.2811
-1.4465,0.7464,0.3338,1.3124,-1.4118,-0.8736,0.0259,-0.8617,-0.9426,0.8772,1.265,0.8708,2.8525,4.427,3.7548,3.1827,3.3446,2.1024,1.5929,5.2171,2.8074,2.994,2.0614,3.0231
0.3756,-1.165,0.4121,-1.0796,-0.476,-0.3485,0.5107,1.366,-0.2199,0.2686,-0.4887,0.569,2.7256,3.9525,4.2581,2.2899,2.6475,4.2935,1.9121,3.5535,1.7305,1.8102,3.1686,3.9244
-0.0432,0.3632,-0.265,1.9652,-0.5894,1.4862,-1.672,0.1826,-0.5766,-0.7019,-0.6124,1.3321,2.7975,3.6514,1.8136,1.3896,2.3119,2.5402,2.2025,2.9396,1.8509,3.4908,3.0611,4.0151
-0.5138,0.3388,0.7311,-0.1307,-0.0157,-1.6629,1.4005,1.0901,-1.9987,-0.2675,1.7587,0.1781,3.4897,1.254,3.9665,2.4773,2.7594,1.9974,3.3961,1.8586,1.0718,2.2623,2.5313,3.0627
