M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
53189.0,42577.0,43915.0,47902.0,56623.0,27609.0,35754.0,34281.0,55235.0,37532.0,56949.0,59701.0,61702.0,65654.0,60996.0,74313.0,55890.0,64899.0,56453.0,67364.0,55144.0,60394.0,83719.0,68341.0
65504.0,41652.0,45045.0,56629.0,51833.0,49229.0,52864.0,47063.0,43467.0,41864.0,61371.0,51259.0,49852.0,61780.0,83441.0,79784.0,52902.0,54739.0,69777.0,58451.0,67432.0,69444.0,63465.0,76094.0
58002.0,38322.0,26822.0,49990.0,45299.0,47839.0,39949.0,50382.0,47507.0,67990.0,60365.0,55778.0,69977.0,65315.0,60825.0,56590.0,52755.0,73960.0,47964.0,71443.0,78847.0,50860.0,68771.0,52937.0
51628.0,47941.0,37201.0,55149.0,76491.0,53893.0,46078.0,63431.0,47777.0,57223.0,65652.0,66281.0,62780.0,43339.0,59421.0,54057.0,57925.0,70491.0,65188.0,74115.0,72390.0,51040.0,73273.0,71298.0
59779.0,43340.0,34959.0,56371.0,48186.0,45021.0,64570.0,45116.0,45038.0,41334.0,60867.0,66950.0,70998.0,63834.0,60358.0,68591.0,71653.0,62927.0,84290.0,76188.0,76340.0,83072.0,66815.0,81696.0
63261.0,36079.0,55038.0,44329.0,41857.0,57001.0,40469.0,57336.0,47597.0,56312.0,64728.0,55709.0,40313.0,44319.0,59866.0,67723.0,69541.0,43427.0,60878.0,67250.0,62829.0,55909.0,56504.0,46077.0
57595.0,49914.0,63406.0,50097.0,39785.0,43911.0,64005.0,47413.0,55184.0,45072.0,44906.0,64980.0,80040.0,61974.0,52283.0,74108.0,70880.0,54472.0,65017.0,61804.0,76541.0,72443.0,65392.0,77298.0
59984.0,45327.0,51900.0,41996.0,59393.0,25744.0,45387.0,64817.0,73701.0,57479.0,54848.0,61323.0,61408.0,69100.0,42400.0,60130.0,65659.0,73619.0,64819.0,74673.0,54016.0,75896.0,72694.0,57283.0
48561.0,46717.0,40809.0,38162.0,32627.0,50505.0,58124.0,39463.0,46979.0,59817.0,49373.0,68839.0,53934.0,64405.0,79915.0,63813.0,77224.0,57928.0,78485.0,86025.0,69021.0,61241.0,50365.0,71023.0
31810.0,52039.0,59498.0,49585.0,65372.0,37005.0,51506.0,48018.0,60971.0,65499.0,52941.0,30517.0,52848.0,63991.0,54393.0,54112.0,55363.0,79003.0,66987.0,73450.0,61871.0,56230.0,63809.0,69092.0
67461.0,51911.0,60099.0,46711.0,63925.0,30153.0,45116.0,53150.0,37346.0,54963.0,44782.0,47072.0,63413.0,67724.0,71176.0,51081.0,83321.0,68556.0,72187.0,72823.0,71696.0,79374.0,82898.0,56763.0
58331.0,54585.0,29867.0,54962.0,51812.0,40232.0,63754.0,60580.0,47337.0,42135.0,44408.0,57380.0,61242.0,63791.0,73014.0,65318.0,61334.0,50130.0,68377.0,46076.0,85428.0,58578.0,81736.0,70114.0
49565.0,45588.0,53225.0,43485.0,70083.0,42046.0,44905.0,55551.0,42096.0,59368.0,64958.0,43181.0,43635.0,68857.0,74849.0,62321.0,76375.0,64216.0,43322.0,53865.0,67294.0,66128.0,38676.0,49871.0
53020.0,49843.0,47886.0,27444.0,51933.0,60480.0,41311.0,45530.0,45993.0,45327.0,57724.0,54984.0,68476.0,59074.0,78189.0,52374.0,53410.0,64303.0,65900.0,53903.0,57201.0,59542.0,63462.0,60993.0
60417.0,42908.0,32912.0,50593.0,59791.0,65662.0,33095.0,35901.0,54235.0,70605.0,61469.0,61648.0,69597.0,55392.0,84615.0,70490.0,74793.0,56753.0,81925.0,61351.0,63194.0,70949.0,63941.0,66846.0
60034.0,45963.0,43026.0,41665.0,53980.0,41918.0,30874.0,66238.0,58842.0,53359.0,71478.0,49160.0,46042.0,68060.0,56055.0,71793.0,79005.0,71202.0,70893.0,61733.0,70158.0,78697.0,81364.0,73357.0
28063.0,56927.0,46742.0,47689.0,63739.0,53816.0,62015.0,57510.0,66250.0,65172.0,52448.0,47057.0,51169.0,61556.0,72003.0,67088.0,71576.0,61241.0,66377.0,70547.0,80453.0,60307.0,63875.0,71431.0
60441.0,72777.0,44710.0,45080.0,71488.0,64888.0,51431.0,50670.0,43466.0,58950.0,51497.0,62319.0,65710.0,45254.0,53653.0,53397.0,70337.0,55187.0,59514.0,67293.0,72298.0,69369.0,62230.0,74528.0
48412.0,50841.0,73610.0,30669.0,51206.0,39859.0,66414.0,49978.0,69714.0,46399.0,52022.0,69647.0,71063.0,75400.0,42850.0,71372.0,54509.0,52688.0,65890.0,59077.0,59867.0,77746.0,46194.0,51545.0
55564.0,57731.0,45435.0,34436.0,70053.0,46159.0,57845.0,59596.0,37920.0,57190.0,52621.0,45938.0,49695.0,67874.0,68189.0,78880.0,53524.0,70040.0,49382.0,77663.0,59304.0,69051.0,52187.0,48774.0
45152.0,31962.0,46897.0,41914.0,58514.0,43937.0,30686.0,49340.0,61736.0,51847.0,61387.0,69991.0,59669.0,58322.0,48987.0,61707.0,77751.0,69134.0,64906.0,68674.0,78946.0,66986.0,79584.0,66409.0
52575.0,39011.0,62714.0,51884.0,34847.0,48710.0,46451.0,60509.0,69574.0,67974.0,35916.0,47584.0,53588.0,55684.0,49870.0,82428.0,62607.0,63538.0,61660.0,54471.0,52558.0,74846.0,50239.0,60111.0
55758.0,51491.0,49677.0,67975.0,41149.0,57189.0,44834.0,48385.0,52692.0,70967.0,76397.0,33782.0,64581.0,61506.0,88251.0,78902.0,58912.0,71916.0,76568.0,71246.0,59026.0,51071.0,69962.0,52198.0
47753.0,74548.0,52794.0,50788.0,34240.0,58460.0,49424.0,49509.0,47351.0,53516.0,65630.0,49187.0,66052.0,48144.0,61128.0,50600.0,70053.0,58148.0,88452.0,66194.0,64107.0,74458.0,63092.0,69659.0
41073.0,59175.0,51922.0,65640.0,58372.0,41170.0,53184.0,58488.0,41651.0,67870.0,56759.0,52942.0,58066.0,39677.0,66686.0,69742.0,67160.0,65387.0,56683.0,59310.0,49419.0,60229.0,64542.0,61578.0
55567.0,53547.0,60255.0,64577.0,36263.0,47236.0,47419.0,69279.0,50496.0,57081.0,55760.0,52895.0,50857.0,50589.0,57115.0,70710.0,62986.0,66049.0,67765.0,44085.0,70153.0,61499.0,74689.0,82670.0
56937.0,41345.0,64568.0,43153.0,46672.0,50070.0,36786.0,52408.0,44067.0,38622.0,70947.0,47974.0,90285.0,60600.0,63376.0,69490.0,37550.0,62556.0,54024.0,55599.0,50398.0,72920.0,71640.0,71498.0
55033.0,65901.0,57115.0,43121.0,39915.0,53970.0,52668.0,48040.0,57509.0,51981.0,49878.0,70731.0,50545.0,61795.0,53470.0,62829.0,64784.0,73069.0,65151.0,74430.0,80755.0,62686.0,60492.0,52370.0
58498.0,43822.0,48133.0,47544.0,42642.0,60713.0,57424.0,40848.0,42897.0,47233.0,30309.0,71146.0,81180.0,46465.0,46733.0,57200.0,59406.0,57302.0,50508.0,68719.0,68498.0,46653.0,81949.0,57838.0
61182.0,49211.0,50392.0,70760.0,35025.0,37182.0,56666.0,59543.0,55982.0,49276.0,40404.0,49308.0,75003.0,65386.0,73886.0,72820.0,64742.0,78027.0,76087.0,73375.0,65833.0,71545.0,58595.0,60167.0
