M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
3.608,3.408,3.929,7.112,4.756,1.688,4.948,2.352,5.885,6.945,7.006,3.676,7.929,5.895,7.126,7.322,7.132,5.933,7.402,7.932,5.18,5.558,6.934,4.546
2.88,4.786,6.696,2.796,5.355,6.444,5.03,4.356,6.299,4.123,7.441,6.727,3.9,8.624,4.357,6.752,5.683,5.568,6.572,8.521,7.501,6.547,7.151,6.234
2.374,5.776,5.686,3.427,2.986,5.004,5.035,3.645,5.624,5.069,3.309,4.953,4.67,7.342,4.572,6.442,5.784,6.292,8.115,5.56,5.399,7.536,7.759,5.496
4.517,0.637,4.253,5.63,4.451,2.724,2.881,5.933,7.141,8.31,4.941,3.367,7.653,5.518,4.313,6.519,5.962,6.572,7.645,2.919,5.455,5.02,6.718,6.371
5.254,3.238,2.029,4.068,6.701,4.856,2.584,6.441,4.28,4.441,5.551,6.499,3.757,7.302,5.889,8.47,4.432,5.138,6.011,5.816,7.572,6.124,7.272,5.937
3.623,4.05,2.521,2.409,4.641,5.055,1.928,5.044,2.666,6.659,4.984,1.787,4.565,7.648,6.343,6.524,6.38,5.243,5.913,7.873,9.372,8.151,7.783,7.977
4.2,5.687,4.398,3.659,3.966,5.388,5.863,7.423,2.458,4.679,5.499,8.094,5.901,4.729,5.37,6.192,5.873,6.455,6.037,3.495,7.026,6.55,5.495,5.704
4.066,5.966,4.384,3.933,2.261,3.953,1.648,3.538,5.633,5.409,2.396,8.692,3.672,7.829,5.819,5.612,8.703,6.926,7.249,4.713,4.309,8.348,7.791,7.543
3.732,5.432,4.296,4.718,6.155,1.846,7.005,7.127,6.296,4.467,7.358,4.06,6.198,7.879,6.36,6.611,5.083,6.906,6.904,5.136,5.48,6.109,5.328,9.607
2.402,3.232,7.856,5.533,3.941,4.506,2.71,5.614,3.237,3.73,4.824,6.69,6.149,6.507,5.668,5.282,7.581,5.705,3.103,6.975,3.098,2.875,6.642,8.846
3.606,4.338,4.325,4.583,3.919,2.963,3.649,3.747,4.773,5.786,5.293,6.923,6.226,5.807,7.506,4.902,6.902,6.328,6.478,8.181,6.619,5.048,4.998,9.177
6.74,4.4,3.8,3.781,3.316,3.417,4.352,1.505,5.524,8.271,5.145,6.721,4.507,5.576,6.424,5.873,5.849,5.234,4.579,4.661,4.796,5.378,9.32,7.654
6.305,2.413,4.33,5.18,5.743,3.652,4.042,4.817,4.289,10.0,5.058,6.099,4.88,6.53,5.961,7.959,4.704,7.778,7.645,8.257,6.962,6.192,5.912,5.483
8.292,2.792,4.459,6.124,4.347,6.033,7.551,1.528,4.749,3.448,4.535,3.844,6.766,4.967,9.395,8.815,6.236,4.24,5.909,7.732,6.993,6.031,5.087,6.965
5.264,5.202,4.948,3.814,5.946,5.907,5.133,8.567,2.888,5.926,3.54,3.06,5.94,6.778,7.964,7.934,4.295,5.077,6.005,7.992,5.48,6.044,7.465,6.852
5.627,5.606,2.753,3.361,5.193,4.691,7.124,6.15,6.915,8.991,4.093,5.344,5.933,7.712,6.627,7.808,4.632,7.044,5.319,5.514,7.537,4.838,6.488,4.681
5.303,4.415,6.527,4.434,5.382,2.497,3.964,3.956,6.642,2.684,5.023,7.796,2.003,4.767,5.666,3.69,7.742,6.547,9.464,7.57,4.716,7.468,6.501,5.199
6.022,4.481,0.342,4.555,4.134,5.893,3.29,4.401,7.212,6.502,6.375,8.22,8.315,5.596,6.74,5.217,6.526,7.438,6.368,8.415,6.738,6.492,5.23,7.539
6.411,5.27,4.002,4.472,3.186,7.304,3.434,3.247,5.361,4.655,5.667,6.469,2.973,6.888,7.68,6.742,10.0,5.9,9.525,5.673,7.332,7.31,7.321,7.809
