M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
6.8297,8.8226,5.2564,11.8721,13.0403,15.7559,12.5768,13.5577,20.5835,23.5032,14.2734,24.3793,7.2781,8.1457,9.8898,12.3046,11.355,8.7365,11.9371,10.8936,21.1983,18.3672,22.861,25.1971
5.3347,8.8654,10.6028,7.1891,8.3747,15.3253,12.6263,16.1343,18.4529,25.808,17.3401,21.2972,7.695,9.3794,7.0406,8.1658,9.6225,11.034,13.4101,14.4027,20.5654,21.6178,32.9976,22.7345
5.0164,6.2558,9.537,7.3212,8.87,12.5251,12.2748,12.2889,12.5554,15.8416,16.712,17.9608,3.7047,6.1919,9.1129,8.562,12.5742,15.3179,13.3194,18.4673,19.7745,24.8962,16.1033,18.2927
7.0866,7.8835,10.2979,14.8887,13.0517,12.0898,14.4455,19.1248,9.6172,19.4092,20.8526,20.9285,5.1375,9.9434,9.4911,9.6908,13.3159,11.488,16.2946,17.6424,24.2183,21.7573,19.416,15.5406
4.8776,9.0397,8.7301,13.7344,12.9077,17.3754,14.192,18.8282,14.2392,16.7258,17.7689,30.83,3.8872,6.1888,10.129,9.7226,10.7705,12.5517,18.1228,18.5173,26.266,22.5836,18.9041,17.3291
5.7566,9.3145,6.2621,12.37,12.508,16.686,19.3686,13.2117,23.3395,19.4177,17.8761,24.6964,5.2799,4.9554,2.9594,12.1936,10.639,14.7081,14.4478,14.4249,17.0258,18.5315,19.2925,23.8133
5.5049,4.7035,9.0611,7.132,18.8349,11.6441,16.0956,14.6466,17.3941,18.7281,27.8313,18.4983,5.1832,8.0611,6.9881,8.9685,8.5495,17.977,13.3996,20.1331,17.8894,16.9477,17.6061,21.5806
3.1209,8.2277,11.8021,12.3166,8.5011,14.2674,15.4828,18.2877,15.9462,16.0391,17.9018,21.8148,7.7378,4.226,10.4633,9.7262,11.7589,13.3715,12.0349,15.9244,18.9778,13.733,27.04,23.3606
7.6877,5.6915,8.1136,7.0762,14.4585,12.0417,14.9701,9.7628,19.2742,23.1246,26.3916,15.9324,5.701,10.4678,9.2213,9.7612,12.0495,9.4508,15.7827,16.5736,23.4444,23.483,25.7386,22.3365
4.939,7.1278,8.5574,15.1953,15.1561,11.9799,18.9072,23.3859,19.2019,10.7768,22.6863,20.0938,6.3493,5.6487,10.6806,12.0852,14.1066,14.921,14.9107,17.7787,23.2164,21.3444,29.0592,27.2265
6.4023,7.9754,8.8087,9.6004,9.5077,20.3564,13.8633,16.4046,23.2631,17.4828,16.1338,9.6302,4.6223,6.7974,12.6893,7.9479,10.4853,13.4407,14.2689,13.6973,19.8172,15.3468,26.6471,33.5038
