M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
11.41,13.09,16.83,17.41,19.85,20.71,22.04,19.52,16.81,16.42,14.18,14.52,17.59,15.57,19.4,21.47,23.23,25.13,22.89,22.19,20.41,18.23,17.64,13.44
8.54,14.05,18.64,15.97,20.02,24.69,20.88,20.83,21.84,17.55,11.68,13.08,11.89,19.41,17.09,22.25,21.66,25.75,27.52,23.62,20.66,18.57,15.85,13.95
12.19,13.49,16.81,15.69,18.42,19.59,22.27,19.97,18.08,15.26,15.36,10.67,14.58,18.85,22.07,18.48,23.23,25.78,25.94,25.37,23.92,21.82,17.53,13.74
10.22,11.68,12.89,18.95,20.77,22.62,18.52,22.56,20.67,17.17,15.58,11.5,14.61,19.85,18.64,24.03,24.3,24.81,25.26,25.35,21.22,21.18,18.73,13.44
8.97,8.88,15.54,16.21,19.92,21.72,21.89,19.78,17.63,19.0,17.03,10.4,11.3,12.49,19.6,26.67,26.38,28.41,27.42,24.65,22.55,18.7,13.41,18.04
10.03,12.49,15.26,19.21,25.25,23.4,19.94,17.15,17.39,16.3,9.57,10.28,11.4,16.85,18.14,22.24,25.91,24.32,21.59,23.09,22.23,23.01,14.59,10.97
9.72,12.82,18.34,19.27,21.61,21.86,20.91,24.68,17.68,17.26,13.86,8.6,13.41,17.13,18.47,21.75,22.04,26.39,25.83,23.68,21.49,17.76,13.9,11.54
12.63,12.25,17.77,20.65,19.03,23.4,18.46,18.69,16.41,15.82,15.92,13.15,13.64,16.35,20.26,22.55,21.27,24.55,27.81,24.76,24.49,18.54,15.26,12.7
13.78,14.57,10.87,20.16,20.96,20.21,21.23,19.74,20.87,17.91,14.92,13.39,12.75,13.04,19.4,24.6,22.44,24.83,26.3,22.65,21.23,17.1,15.33,13.37
6.29,16.11,18.88,20.05,20.12,26.3,21.92,16.22,21.82,15.97,13.13,8.44,14.67,18.59,21.54,19.92,25.26,26.02,24.42,24.79,23.54,17.46,18.22,10.58
8.87,13.05,15.03,13.07,19.25,22.68,21.72,20.57,21.03,18.09,12.11,10.83,12.76,16.99,22.17,18.93,26.79,25.21,20.89,23.1,19.56,20.01,19.3,10.12
11.96,15.47,16.15,18.88,20.56,22.76,24.93,22.52,19.75,16.42,13.23,10.52,11.22,15.78,16.68,21.27,23.23,25.3,26.71,25.12,22.03,17.79,20.19,11.88
16.22,12.99,18.58,18.28,16.24,20.11,21.69,23.58,17.92,17.53,15.32,10.85,14.95,16.9,22.44,20.29,25.55,24.85,23.82,28.01,24.95,23.84,16.61,16.41
11.2,9.42,19.5,17.42,22.12,23.46,21.78,22.3,18.21,18.91,14.81,11.07,13.85,15.73,18.63,18.41,22.9,25.82,25.88,21.36,22.6,21.71,18.14,13.23
8.91,12.65,18.24,18.51,20.18,19.76,17.19,20.64,17.19,14.35,11.08,9.11,16.69,13.65,18.96,20.59,23.12,25.84,26.51,21.67,22.11,20.92,17.99,14.66
8.2,13.89,16.4,20.41,19.72,22.18,20.05,21.89,19.77,16.57,15.65,10.62,9.51,17.6,21.26,20.31,26.56,27.37,27.28,24.46,20.13,21.71,14.13,15.5
10.92,12.71,15.85,17.24,21.86,20.5,21.5,20.23,22.69,15.29,12.81,11.81,13.81,16.12,23.7,23.25,20.89,24.43,22.73,22.67,21.18,20.46,16.6,14.61
11.58,10.77,18.36,15.36,23.59,19.19,23.49,21.17,18.8,19.91,15.47,6.51,9.71,18.02,21.12,24.2,25.21,28.13,25.34,23.65,25.88,22.15,14.53,10.16
10.08,17.37,14.29,15.68,19.03,22.95,21.65,20.84,22.82,16.14,14.4,7.56,9.59,12.05,15.07,19.93,24.07,22.26,26.81,23.81,23.2,18.91,17.71,16.87
