M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
-0.9394,-0.1077,0.613,-0.6661,0.9951,0.1631,0.1066,-1.0417,-0.0312,-0.3339,-0.1656,-1.7586,2.9304,0.757,2.8604,2.5163,2.1196,0.9174,2.1046,1.6342,2.719,3.7939,5.5051,3.6163
1.1619,0.4091,-0.2856,-0.6173,-0.3198,-0.2623,-1.3762,-0.8701,-1.5033,-2.0123,2.0103,-0.2634,2.7391,2.0107,4.0629,2.1067,3.0831,4.1583,3.856,4.1346,2.1949,2.7338,3.1695,3.7629
-0.9875,-0.0128,-1.0977,-0.7846,0.1198,-0.6151,-0.2836,0.0896,-0.7265,-3.4485,0.4383,0.0741,3.0838,1.7599,1.4105,3.5938,2.9015,2.422,2.7296,4.7204,2.2933,3.1235,4.1748,2.8793
-0.0448,0.133,-0.2961,-1.1955,-0.0444,-0.2583,-0.506,0.1255,-0.2651,-1.3047,-1.1618,0.7594,2.6276,3.3442,3.0684,1.7322,0.7367,4.1658,3.702,1.7913,2.7438,1.5655,3.3965,1.9625
-0.7509,-0.2382,1.0132,0.5092,1.8143,0.4353,0.259,0.1555,0.6724,0.0772,0.8088,-0.3433,3.0848,1.0271,1.6989,2.1055,3.905,2.1272,3.0316,1.8457,3.0684,3.3676,2.9363,3.335
0.7115,-0.6369,0.8241,-1.0082,-1.311,-0.3697,0.7341,1.1786,1.0907,1.2351,-0.293,0.0874,2.4861,3.4955,3.3112,3.3864,3.6583,1.4469,1.9886,4.2043,2.474,3.0043,2.4373,3.9061
-0.9139,-0.7259,0.4481,0.762,1.4706,-0.8828,-0.4692,-0.1995,-0.9539,-0.0671,0.4385,0.7602,1.0194,2.6786,3.9878,6.0541,3.6076,2.8258,3.2172,3.5963,3.6686,3.3446,4.5779,2.5075
-0.6446,-0.0579,0.5522,-1.3561,-0.5331,0.75,0.0983,-0.5583,1.0823,-0.5622,0.4254,-0.5791,2.7483,3.0564,3.488,3.7327,3.1897,4.3305,1.9823,3.5202,3.5517,4.1882,1.8738,3.5136
-0.1854,1.7395,1.0692,-0.2857,0.4622,0.9875,0.3598,-0.4926,-1.647,-0.3599,-0.047,-1.2619,2.595,3.1326,4.3748,1.7138,0.9409,3.0046,1.4464,4.4823,3.1707,3.1169,3.0982,3.4465
0.1591,-1.9237,0.2319,-0.6329,-1.6174,-0.5862,0.9155,-1.1568,-0.4899,-0.7626,-0.2257,-1.9526,3.1406,2.1355,2.0454,2.3417,1.3948,2.7784,3.1171,1.836,3.7435,3.4857,2.6815,2.4585
-1.9943,0.8596,-1.6043,-0.9542,1.5671,-1.0269,-1.3971,0.2262,0.7371,0.4076,-0.2658,-1.7091,5.9309,2.8492,5.1958,3.1868,1.9982,4.1088,1.2538,2.1984,2.8739,2.1601,3.1705,3.1348
1.3502,0.0117,1.7232,-1.5026,0.4014,-1.135,0.9069,-1.1694,0.1581,-0.7098,-1.606,-0.7904,2.6397,4.4396,1.9002,3.3574,3.3774,3.2828,4.4915,1.9809,2.9859,4.0342,2.8378,3.9855
-0.0821,0.2335,0.5966,-0.3012,-0.9476,1.2505,-0.5099,-0.133,0.4617,-1.7349,-0.3315,-0.3995,2.5281,3.9471,2.5072,1.229,1.5557,3.6009,2.7002,2.7363,2.3902,3.1568,4.0617,2.3771
0.6185,0.8741,0.935,-0.0522,0.545,1.4496,1.8072,0.4224,1.4199,-0.779,-2.1743,-1.9474,2.5424,4.4565,2.5154,2.1177,2.589,3.6402,2.4281,3.4731,2.257,3.1282,2.9751,2.6654
0.7736,-1.9816,1.0159,-0.3682,0.1199,0.9662,-1.817,-0.0323,-0.233,1.9498,-0.4449,-0.233,2.9563,1.6859,2.9054,3.4484,2.4135,4.7066,2.3727,3.5715,4.1015,2.107,3.2413,2.3099
