M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
-1.3518,-2.0015,-1.8715,-1.0557,-1.3614,0.0372,0.5001,-2.1443,1.8077,-0.4518,0.3364,0.177,-0.1694,0.0696,-0.1595,-0.0298,-0.6905,-0.2143,0.2155,-0.2657,0.1699,0.2668,1.1091,0.6252
-0.6102,-0.4489,-0.7774,0.6403,0.5301,-1.7744,0.745,0.5132,-0.7709,-0.0527,-0.9661,0.5151,-0.2787,-0.3612,0.2922,0.0825,0.0511,-0.0108,-0.7047,0.2672,0.0438,1.2243,0.317,0.4635
-1.419,0.6752,-1.7697,1.4876,-1.8195,-1.3229,-0.2972,-0.4282,-1.6243,0.1228,0.3532,-0.1924,-0.4395,0.4773,0.2722,-0.9391,0.4745,0.0915,0.5269,0.194,-0.058,0.2344,0.0635,0.0417
-0.5283,-1.6743,-0.32,-0.8015,-1.1749,-1.5227,0.2501,1.7096,-0.4595,0.3798,0.9381,0.6891,-0.3285,-0.0148,-0.0241,0.324,-0.1297,1.0082,0.1436,0.6604,-0.2756,0.0084,0.1028,0.7512
0.312,1.0087,-1.8038,-0.696,0.3653,1.4039,-0.7955,0.4446,-2.1772,0.0035,-0.1629,1.2846,-0.0934,1.162,-0.5711,0.036,0.6583,-0.0616,-0.0987,1.2183,0.2911,0.301,0.0294,-0.3057
-0.0563,0.3057,-1.2524,0.7647,0.1873,-1.6656,0.5444,0.6016,0.5221,-0.5317,-0.0815,-2.0688,0.1408,-0.0521,0.4767,-0.3554,0.3662,-1.2617,0.0854,-0.2254,-0.0883,0.8162,0.4401,0.1823
0.0515,0.7288,-1.4104,1.6186,-1.0729,0.8719,-0.6929,-0.8,-1.2818,1.9015,0.274,-0.4124,-0.2334,0.1067,-0.4111,-0.316,-0.3967,-0.5583,-0.4002,-0.6515,-0.4011,0.5536,0.3245,-0.648
-1.2553,-0.2517,-0.6688,0.2235,0.079,-1.5246,-0.3226,-0.283,-0.4939,-0.0453,-1.0804,-0.2861,0.6732,-0.4924,-0.367,0.1134,0.124,-0.4024,-0.3198,0.2086,0.4365,-0.48,0.3737,-0.2336
-1.6342,1.5815,0.7387,-0.3757,-0.8916,1.1838,-0.8742,0.4451,-1.0615,2.4143,-1.5267,-0.5074,0.6865,0.2023,-0.5363,0.349,-0.0517,-0.0386,0.0471,0.4259,-0.0036,0.0121,-0.0507,1.1218
0.2343,1.675,-0.1861,0.8852,-0.5183,-1.321,0.1442,1.1307,-0.1272,-0.4172,-0.2804,0.2534,0.6193,0.1498,0.9974,0.0662,0.3933,0.6738,0.4627,0.4683,-0.6168,-0.8385,-0.1725,0.3025
0.1764,0.7511,0.4623,-1.4595,-0.5841,-0.1246,-0.9284,0.1998,-1.0618,-0.3482,1.2087,0.0331,0.5204,-0.4294,0.1497,-0.6836,-0.0256,0.3588,-0.2191,-0.6537,0.3243,0.6345,-0.2219,0.4569
