M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
1.5863,1.1863,0.2497,-1.1377,1.3967,0.6545,-0.6381,-0.2994,-1.2064,-0.7097,0.4565,0.7857,2.4534,2.9242,-1.102,1.8888,1.3641,1.2211,-1.4153,0.9438,-0.2024,2.0738,0.8622,0.1761
-0.2957,-2.2579,-0.4245,0.1384,0.6182,-0.7739,-1.0545,0.2638,1.2599,-0.4877,-0.87,-0.1485,-0.6903,-0.1069,-0.9941,-0.9946,-1.8206,1.5569,-2.8811,-0.511,-1.9791,2.914,-0.0342,0.2251
1.0623,-0.8059,-1.862,-0.8139,0.2897,-0.8194,-0.3878,-2.0688,-0.9634,-0.606,0.4982,0.3378,0.4572,0.6716,-2.2228,-2.4196,3.7428,2.3683,1.0452,2.0385,-1.6457,-2.1802,1.2477,-4.5295
-0.0479,-0.3673,1.0222,1.0884,0.774,1.1893,0.5771,0.2384,-1.6678,0.9916,0.6196,0.8371,4.9416,0.8078,-0.8379,1.5535,-5.6437,3.6086,0.2503,2.7024,-0.1984,-0.7826,-0.7302,-4.056
0.1605,0.5831,0.1564,-0.6089,0.47,0.3465,0.1775,0.382,-0.0963,0.7124,-3.3664,-1.6138,0.7939,0.8998,1.3209,1.5247,0.28,-2.3368,-0.8489,1.8202,3.7759,0.9159,-1.4848,1.8769
-2.2239,0.3413,-0.2783,0.2469,1.1803,0.5465,0.943,0.3992,-0.2101,1.0551,-0.7804,1.1256,1.4823,1.9101,-0.8728,-0.5269,-4.5811,2.446,1.2703,-1.4975,1.234,-1.2646,-1.167,1.7586
0.9741,1.0205,-0.3301,-2.0546,0.1506,0.2031,0.8498,-0.4639,-1.6849,2.4692,0.559,-0.0159,-0.1102,-0.0765,-0.7676,0.0605,-0.6837,0.8264,-2.4463,1.3563,3.5024,-0.2816,-0.1592,0.7672
0.6019,0.1489,-2.4398,-1.0643,0.492,0.7913,1.0299,-2.1061,1.3961,-2.0042,-0.2746,0.5435,1.0754,4.0438,0.228,1.0235,2.0245,-0.4448,-1.4385,-0.2851,-0.269,-1.8067,-0.419,-5.1415
-0.9579,0.0063,-1.4252,0.3208,-0.2808,0.1093,0.1209,-0.1479,-0.6709,-0.122,-1.6667,1.5129,2.219,2.2304,1.0426,-0.9194,2.1819,0.8431,0.1605,0.9622,1.8595,-0.2137,2.3714,0.9304
0.0893,-0.1725,-1.5738,1.2965,0.4965,-0.8739,-1.534,0.3613,1.4061,-0.0877,0.3855,0.6756,-3.5411,-0.1956,-3.1329,3.1905,0.2817,0.5448,0.2164,4.9903,-1.9783,1.3711,-3.8747,-1.4986
-0.0117,0.1564,-1.1463,-0.6331,-0.1453,-1.4577,-1.2979,-0.2576,-0.7603,-0.8358,0.0267,0.8468,3.9625,0.9354,2.1517,2.8886,1.1955,-2.6809,0.8745,2.9542,-1.887,-2.2932,3.0905,-0.8109
-0.3507,-0.3435,-0.2854,-1.2566,-0.0335,-0.5028,-1.1615,1.3177,0.3044,0.1028,0.602,2.2125,-0.6483,3.7412,0.4453,-0.9024,-1.2617,-3.2167,-0.6439,0.8857,0.1625,1.5166,-1.4497,-1.006
0.2489,0.2319,-0.3142,0.5991,0.5469,-0.8173,0.6394,0.6457,1.1344,-2.053,2.0517,-1.8859,-0.7792,2.9523,0.7228,0.4986,-1.5422,0.7495,1.3405,0.5228,-1.3854,-0.1336,2.4987,1.2432
0.8175,-1.9412,0.3904,-0.5422,1.2851,0.3531,-0.5549,0.6156,-0.9339,-0.1812,1.4386,-0.1976,-1.1893,0.1148,1.7104,-2.5398,-0.5996,-0.6922,-1.0166,1.6542,-1.8684,-3.3944,-0.0817,0.4221
1.6742,0.3437,-2.6414,-0.4163,-0.337,-0.3766,-0.1618,1.5796,0.9426,1.2497,-0.3199,-0.2248,0.5568,-1.6343,2.4641,1.4043,-1.2585,-2.3583,1.2836,-0.4117,0.4176,0.9829,1.4763,-1.8171
1.2067,0.4544,-0.5228,-0.6738,0.0075,-0.0477,-0.4875,0.5671,0.1305,-0.0402,1.235,-0.2738,-0.6647,-1.779,-0.5441,-0.5598,-2.2874,0.7529,1.9151,-0.1666,1.7753,3.2176,3.6143,0.6924
0.8624,-0.4748,0.218,-0.6834,0.8281,-1.2029,-0.5103,0.2131,0.6259,-1.3848,0.6115,-0.1849,-1.4923,1.9286,-1.1643,-1.837,-3.1419,-1.546,-0.7408,2.4411,3.1095,-1.263,0.0514,-1.7396
-0.1325,1.4769,1.4915,-1.7382,-0.1614,0.72,0.5261,0.0868,-0.2199,-0.5403,0.3223,0.455,-1.9291,0.9298,3.7363,-1.0852,0.5385,-1.9733,-1.8786,-1.3509,2.2339,2.5723,2.7897,-0.0588
0.873,3.2251,1.5028,0.5174,1.0021,0.7488,-0.9751,1.0849,-0.9329,-0.341,-0.3283,-1.3113,-3.1094,1.7275,1.8547,4.088,-0.1927,0.0172,-2.2127,-3.4328,-0.2638,-0.2442,2.1909,0.749
-2.3595,1.4573,1.3663,0.7468,-0.7565,-0.0485,0.4207,1.1147,0.148,0.6124,-0.3178,-0.6711,-0.1482,0.5305,-2.1781,0.3407,1.5287,-3.0648,3.3942,-2.0628,-2.5313,0.5419,-2.1585,2.005
-1.1596,0.057,-0.2526,1.2419,0.0359,-0.9261,0.0713,1.2064,-1.9068,-0.7321,0.2943,0.0431,-1.6953,1.6519,1.3552,0.6275,-0.6174,1.2987,-0.068,0.1939,1.1169,1.3549,0.6878,0.0762
0.4856,-0.7877,0.5797,0.2592,-0.0965,-1.3812,0.0631,0.8024,0.737,0.8468,2.1511,0.9677,1.436,-1.579,0.5294,0.4452,-0.3543,0.2023,2.1486,0.2551,-0.888,-1.2043,1.1645,0.0976
