M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
98.23,87.77,82.18,72.39,76.86,74.21,69.83,79.45,77.83,70.79,88.63,101.82,69.02,131.42,103.83,86.02,57.58,92.48,80.7,103.35,102.65,94.46,107.29,116.78
98.28,84.76,89.31,89.69,93.56,78.46,73.86,74.76,84.84,68.93,83.75,96.08,110.59,120.42,97.96,105.25,89.08,74.91,93.92,66.4,96.17,89.67,103.77,106.05
83.65,84.42,82.81,83.62,90.39,66.58,75.69,66.47,64.92,82.0,77.5,101.26,136.08,114.43,123.93,94.23,102.72,63.23,77.73,75.64,94.17,104.1,115.1,110.05
84.15,85.01,83.93,64.89,66.99,68.48,53.56,69.37,86.06,64.93,85.59,89.46,103.65,94.1,111.14,85.78,86.4,93.27,82.39,86.79,111.69,85.27,98.05,91.6
101.07,89.12,73.78,81.19,80.24,81.83,73.53,73.01,64.2,75.77,96.02,92.96,105.99,110.87,79.05,71.31,95.52,82.09,89.72,92.81,107.09,85.9,101.94,88.79
76.98,96.69,77.45,79.4,78.66,71.6,75.59,61.35,80.46,86.94,90.44,90.99,113.66,113.47,108.93,110.69,73.4,103.87,98.08,72.55,84.8,100.8,119.0,106.96
88.15,96.71,84.9,78.01,81.96,76.33,71.42,61.26,78.01,61.35,87.22,86.21,88.45,89.05,74.03,95.27,112.66,83.6,81.67,71.02,91.65,75.64,104.81,86.15
98.36,80.78,90.74,91.49,72.55,74.43,63.97,63.13,72.84,78.05,85.24,84.56,79.69,99.59,88.8,86.89,94.7,77.78,89.07,91.04,59.68,94.61,100.98,99.65
97.97,79.47,82.1,90.92,76.77,73.37,81.88,70.67,58.48,87.55,89.17,105.33,118.57,105.84,111.51,88.65,77.81,68.84,83.89,100.4,101.53,99.35,110.39,110.06
80.1,89.87,83.66,93.02,71.7,69.8,64.53,73.06,91.1,69.37,88.79,103.67,122.21,118.93,86.35,98.68,95.56,93.35,69.29,97.78,101.66,75.69,90.98,93.88
82.06,85.21,76.0,93.89,58.64,70.92,58.32,70.34,77.91,77.98,79.4,85.75,114.56,130.02,82.24,98.77,93.24,58.53,65.89,76.17,92.8,91.11,105.9,114.49
