M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
66.41,64.03,23.15,20.55,31.25,37.35,29.34,30.41,11.61,29.3,16.05,57.94,85.75,46.99,30.24,112.68,19.01,122.75,13.88,6.04,180.92,48.24,67.53,55.05
19.01,35.36,24.67,10.54,13.45,48.74,19.47,20.07,19.21,23.76,57.55,16.03,57.63,169.96,51.01,43.28,40.07,57.88,29.7,31.33,28.71,27.51,41.51,205.58
22.62,46.59,5.52,26.89,11.25,16.61,79.47,20.93,33.63,35.73,49.19,10.48,14.76,10.94,24.28,68.08,33.92,149.86,7.74,33.95,39.37,15.72,110.53,18.9
19.3,26.44,40.16,13.41,6.02,21.74,14.29,53.43,56.3,22.58,9.09,42.93,158.95,11.62,23.73,70.39,39.01,143.85,18.0,36.4,86.73,27.74,13.32,21.16
38.59,6.77,32.53,32.16,47.88,93.49,13.08,19.5,9.91,41.63,9.38,21.71,25.45,40.43,6.08,50.98,102.15,24.76,87.29,91.02,27.51,97.94,63.91,30.76
20.56,23.07,29.31,15.69,14.62,46.35,8.53,73.66,71.28,53.55,17.59,8.19,20.43,63.07,43.81,51.32,25.98,52.86,65.53,137.44,68.4,35.35,5.71,52.07
10.24,5.98,9.17,97.41,28.22,12.62,56.25,12.45,6.04,10.52,41.06,52.81,36.86,24.5,104.43,28.23,114.76,54.63,43.53,68.58,63.87,35.75,110.49,72.93
46.58,19.49,30.93,26.34,25.06,26.39,72.51,18.15,15.3,27.23,22.98,10.33,37.32,42.48,19.79,62.26,37.34,43.89,53.18,25.7,31.38,23.91,23.17,24.67
16.91,37.74,63.73,56.83,31.72,20.7,11.52,27.29,36.31,16.86,28.35,36.79,81.9,14.54,65.84,50.47,112.18,6.36,142.16,95.52,8.9,82.12,122.91,110.14
39.81,6.85,40.42,30.87,9.7,20.15,42.94,28.26,12.46,13.6,53.09,15.67,20.87,53.48,18.0,13.48,57.91,57.02,77.63,25.58,173.13,197.5,14.9,19.13
39.91,30.86,23.25,23.85,8.17,9.03,25.98,6.27,23.81,13.53,35.46,8.51,71.72,133.83,13.89,25.68,32.2,101.79,145.91,54.0,28.88,32.63,117.56,18.84
8.28,42.41,2.54,57.04,21.39,9.87,42.72,21.31,135.13,25.6,8.15,42.47,108.46,39.36,143.83,31.93,118.73,176.77,25.6,111.98,99.36,45.46,66.29,174.33
66.72,38.28,18.43,8.96,2.85,24.11,25.56,21.47,40.84,35.7,27.6,17.9,86.61,45.02,26.54,65.15,115.29,127.77,17.98,64.07,126.61,3.68,54.24,20.42
13.52,28.84,73.72,30.64,14.02,30.01,16.99,20.39,31.08,39.74,18.49,38.1,174.36,83.93,173.71,64.48,99.63,154.9,37.35,35.0,81.36,30.54,88.46,32.37
93.18,46.98,49.26,17.0,60.47,55.99,26.58,22.63,6.03,15.04,20.87,12.21,69.2,117.48,25.85,24.5,43.1,24.6,45.83,35.28,74.67,77.67,97.77,83.71
57.61,12.72,15.03,32.73,31.89,24.67,12.43,13.01,18.28,73.18,15.77,12.69,38.5,50.13,54.89,68.19,24.77,43.85,34.57,32.8,53.38,60.34,93.63,97.2
14.8,4.12,15.21,47.12,19.08,14.23,25.8,22.51,18.45,24.57,72.58,68.04,104.21,10.45,21.62,21.07,15.99,53.21,15.2,117.89,20.28,57.1,25.72,80.1
32.41,18.55,14.84,39.44,24.07,10.66,11.36,25.71,26.03,7.46,49.3,41.28,21.28,106.06,68.36,51.33,32.73,79.22,101.92,133.49,192.06,49.81,22.99,40.7
26.94,23.18,8.93,56.67,31.98,83.16,22.3,21.23,42.53,21.7,28.5,25.06,6.13,32.07,137.11,3.24,110.8,44.52,47.99,115.62,10.9,61.94,108.34,47.16
48.33,21.53,21.44,4.57,9.29,41.92,91.62,31.01,44.4,19.69,11.08,5.14,69.16,66.12,155.12,45.67,6.41,69.21,33.46,29.5,90.71,30.28,27.28,105.37
16.08,10.7,20.13,70.59,50.13,23.81,48.88,42.31,30.3,12.04,61.73,7.59,30.08,17.92,34.38,17.81,106.8,55.01,218.36,105.64,11.55,112.87,40.84,154.13
34.65,50.5,56.11,9.24,1.07,6.76,44.14,50.32,29.11,12.93,40.64,27.87,15.19,112.48,45.28,28.96,83.06,14.5,24.94,5.47,67.19,141.85,32.21,5.98
18.37,16.73,11.75,6.7,35.84,28.45,6.35,18.56,41.19,61.1,44.66,20.52,27.5,57.98,35.21,47.03,35.53,39.66,183.7,67.53,11.83,16.24,16.38,116.25
36.48,9.36,23.18,18.27,9.8,21.11,36.0,12.21,32.89,18.83,69.16,28.78,258.99,62.95,62.71,55.32,15.41,22.03,63.45,65.43,162.34,21.36,115.69,69.31
17.43,19.43,17.15,38.21,21.32,71.01,2.44,21.38,30.12,28.57,42.85,42.47,15.18,29.78,48.17,33.86,57.53,104.96,58.53,32.71,35.61,45.13,34.53,13.18
60.33,106.07,23.27,25.55,25.69,18.02,10.75,15.11,65.63,8.84,32.87,59.84,32.59,31.56,27.08,71.14,45.88,6.68,13.97,33.03,25.32,95.59,36.24,60.62
23.18,11.04,32.54,8.52,96.02,33.73,12.34,14.65,93.06,20.69,2.12,11.94,50.62,90.23,25.87,52.17,56.44,84.13,9.98,47.01,111.42,37.56,41.64,23.28
19.11,14.55,73.23,46.87,32.18,12.48,10.94,19.92,26.17,24.92,20.49,17.95,41.21,59.67,65.06,96.86,71.36,4.74,49.27,52.38,71.8,31.97,48.92,94.44
38.09,9.68,37.56,7.11,65.31,21.99,29.42,25.2,6.01,37.45,41.58,42.5,249.21,107.28,23.72,173.52,33.66,20.53,55.52,102.55,162.68,142.0,61.63,67.57
35.17,31.07,21.52,26.12,72.26,12.97,55.4,14.25,30.0,89.79,15.77,45.66,9.49,28.5,39.42,17.62,50.13,44.0,18.7,45.86,7.77,16.14,34.98,182.66
