M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
3.6697,7.3662,8.6888,8.6039,7.7313,11.7658,6.235,13.8991,11.613,17.5942,14.4998,16.5532,4.8595,6.8959,9.4408,9.2647,13.2452,13.8413,14.7212,11.4423,15.7871,13.587,18.5933,27.0022
5.9384,5.0402,7.7433,7.953,12.5485,10.4681,16.8473,14.156,15.0708,14.1094,20.1305,23.4811,6.2015,6.0597,4.9714,9.3605,8.542,7.7549,12.7815,14.2893,12.0281,14.7942,19.1621,22.4298
4.4232,6.1718,7.0431,11.0718,9.5525,15.6499,11.3032,13.1014,16.4443,18.7185,14.353,17.8215,4.0309,6.0012,6.9345,9.6561,10.469,14.1846,12.2837,16.2874,22.3436,16.8896,16.8441,22.7289
5.2146,6.8343,4.492,7.2193,8.2497,11.4025,10.7693,13.7876,9.3875,17.7662,16.026,20.9403,6.4476,3.7489,8.8064,5.8399,10.0338,7.9364,17.0065,13.4402,16.6075,12.7792,17.0028,20.8308
4.0549,5.1449,6.2618,10.1169,10.186,9.9604,13.4507,13.0818,17.4018,13.0632,20.4329,14.0989,4.5929,7.5212,8.5572,8.5117,13.5946,10.4526,15.4464,11.3422,18.8068,14.1819,21.3216,18.6207
7.22,6.3597,5.2172,7.3258,10.6213,13.6945,17.382,11.4553,14.9019,17.3789,18.4647,15.9335,4.9527,4.1299,6.9485,7.3133,9.6801,9.6003,13.2282,17.6597,16.9672,18.6496,22.1174,16.2457
4.032,7.033,8.9486,9.1178,9.5832,9.9238,10.5627,15.1275,18.7204,13.8974,19.2978,17.3605,4.6261,4.5292,8.3788,9.5312,10.9807,9.4797,11.6683,15.9164,14.613,13.9186,17.6343,25.8456
5.175,5.8473,6.5708,8.2104,10.9556,10.9032,12.9978,18.89,15.9382,17.498,12.3859,19.0024,5.5544,3.6404,7.8797,8.1026,10.4867,10.2818,7.6961,14.0968,17.6596,10.2398,12.8982,18.6716
4.6746,5.5377,9.9862,8.686,11.1923,10.3959,10.6163,17.0064,17.4988,16.1016,23.429,14.193,6.9246,4.1178,7.0318,8.6245,10.5903,11.848,12.29,9.4612,19.6656,14.0023,16.7482,20.6295
7.1748,6.2543,8.2382,7.8108,9.2094,11.7726,11.2991,13.3544,17.8174,17.1187,13.7295,18.464,4.6135,5.9516,6.4648,8.9604,11.7791,9.1322,13.681,16.0959,13.1996,16.0122,21.2847,18.0958
5.3007,8.6301,6.4199,11.373,8.6843,10.8951,14.6327,14.9604,15.5298,8.5957,10.74,18.5572,6.2089,4.1235,8.737,8.716,10.43,6.5191,10.7068,13.3688,15.7658,12.1938,14.5614,23.1923
3.9858,5.2903,9.5441,8.6698,9.3837,16.1433,17.5169,14.1102,17.9156,17.1913,16.3571,12.8286,4.473,7.9087,7.721,6.7044,10.3823,10.4787,6.7259,12.6698,14.918,18.7005,9.8097,26.5815
4.598,7.4518,9.412,8.1271,9.3251,10.8865,12.427,12.2751,15.1858,15.2966,15.9804,20.3457,5.7409,6.3559,4.7626,8.3622,11.2053,10.6328,10.317,14.4374,14.0712,22.2905,17.8167,17.7638
4.16,3.6962,7.909,8.2581,9.1135,11.7475,11.6287,12.4922,10.0182,22.1537,22.3168,22.234,5.2294,6.8587,6.496,8.4175,12.5859,15.4242,11.2979,17.2102,12.988,16.1109,20.1363,21.6097
4.073,5.0447,4.6786,11.6607,12.5706,13.0712,12.2922,12.7267,14.1233,17.0299,17.8172,12.8584,5.719,5.5136,7.3246,12.4363,6.6606,12.3227,13.6577,13.5585,14.094,15.205,17.0237,15.4897
4.8892,6.3915,8.584,8.0216,14.3793,15.7678,12.5633,18.3433,15.1478,17.5422,14.6859,21.5113,4.8872,6.8048,6.5887,8.2529,10.7398,11.0218,15.3889,13.9516,18.879,12.3699,22.8514,18.3659
3.5869,7.3197,8.7868,7.158,7.0089,10.1126,11.3269,15.8499,18.4865,12.2974,13.0444,13.2808,6.7841,7.4338,7.4391,6.1288,12.9838,10.6108,10.5823,15.6433,15.8832,18.0439,14.541,23.0266
