M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
2.8782,7.0568,5.3704,7.5154,7.4623,10.8923,11.7106,8.9049,16.6738,10.8083,13.7282,10.1651,5.8449,4.0197,7.2825,6.8277,10.5635,10.4473,12.152,11.907,12.3612,17.9998,12.4538,15.0079
3.3655,3.0943,5.4833,6.6909,13.4505,11.1603,8.4818,10.0073,11.8266,16.5761,13.8365,14.3923,4.2362,5.6382,8.5089,7.4003,10.1483,10.6158,9.9215,16.5759,12.5995,14.9348,11.6044,17.8064
4.8956,5.2056,8.6383,6.4232,8.5278,9.0256,11.4667,13.2042,13.2713,16.552,16.0689,16.7741,3.4597,5.4434,7.3252,7.5442,7.916,11.0699,10.917,8.8706,10.3657,12.6905,16.8529,17.2036
4.5578,4.992,7.38,7.0271,10.55,9.8091,10.5458,10.8165,9.3668,16.1642,13.7569,15.0141,4.4313,5.1463,5.0814,8.8663,9.0476,9.642,12.0541,5.4453,10.4936,19.5553,19.2455,13.8967
2.6029,6.1902,7.4116,4.9282,8.6169,11.434,11.9937,11.1457,16.4917,13.9283,17.7965,12.3896,4.1206,4.6406,5.7572,5.6814,6.6843,9.0069,7.8234,12.7206,16.3213,19.1218,17.4914,17.5869
3.914,5.7989,7.4039,8.2382,9.6963,12.5782,12.16,11.6999,16.9952,14.1036,17.6656,12.5731,4.0635,5.8945,6.4593,8.8131,8.5356,14.0246,12.0835,8.8262,17.0884,14.1795,15.3769,21.642
5.0835,6.4453,7.9819,7.3267,8.4712,12.9679,11.1539,12.2849,13.4838,17.8471,17.0222,22.228,3.9214,4.9496,6.2738,10.8678,11.2038,9.113,12.6312,13.7201,16.3006,12.3463,20.0593,17.1084
5.6183,4.6696,6.8413,7.6098,8.2091,6.9274,11.4801,10.2078,14.288,11.1868,12.297,14.3215,4.1221,4.7593,9.5692,7.6683,10.0265,10.4955,14.7052,6.1047,16.1278,9.163,18.3521,22.7905
5.7017,5.6481,5.919,7.5732,7.5431,12.2761,10.7073,8.6824,8.449,14.3899,16.5802,17.5966,5.6546,5.9557,6.1645,10.0972,5.7495,11.4424,10.9885,10.063,15.7143,15.673,16.8704,19.7117
4.7452,8.3184,8.1505,6.3411,8.097,8.9292,8.2101,17.6643,7.8131,13.6589,13.4148,14.8911,3.2663,3.6992,6.5655,7.8263,9.7185,12.9707,9.501,9.6078,12.5448,12.4414,18.5313,13.0282
3.7652,4.4827,7.681,6.5456,8.8898,13.4665,12.3213,16.7173,10.5449,15.2512,12.91,18.0766,3.9485,7.229,6.1839,8.8769,9.6199,8.0054,14.9577,15.4102,17.9932,17.0001,11.9129,12.9194
5.5985,5.763,7.1242,7.0917,7.9382,8.2281,7.7686,15.0718,12.4806,16.0419,14.29,17.6998,4.9832,4.8761,7.6377,6.6399,7.2786,11.3217,9.9103,14.5369,11.0369,16.5049,12.7553,19.7641
2.3534,6.303,7.8894,7.6534,8.8499,8.643,9.6632,13.7182,10.4976,17.4031,21.3634,12.1311,4.7892,7.5392,3.2967,7.9288,2.9845,9.7204,12.9279,13.1712,14.8895,12.2648,10.1729,18.2316
5.6915,5.3309,8.9707,8.4859,10.1314,8.5703,9.7786,13.0017,12.196,14.7638,15.0038,15.3433,4.5114,5.6875,7.5367,6.9523,7.7355,9.3812,7.9306,10.8047,12.9121,15.8864,17.2754,23.8542
4.8362,4.8893,7.7041,9.5059,9.1974,11.0485,9.5669,14.3009,12.3593,16.6975,20.333,15.8617,2.2362,8.0927,7.8825,8.0785,4.8804,7.9619,10.9208,13.4851,14.5692,18.0039,18.4004,19.6727
6.3991,4.7936,7.1094,4.5725,11.6941,5.0222,13.8817,16.7964,12.5936,14.8966,16.3857,15.7719,5.3849,4.49,8.4465,6.8193,12.1738,9.0589,10.9529,18.5866,13.5102,11.8542,13.922,16.1578
4.8382,4.7513,6.8848,9.261,10.6639,7.6767,13.8151,9.8682,13.3903,16.1527,19.2633,11.6744,4.7189,3.7731,6.6591,7.4483,7.045,7.2681,10.9223,13.3305,19.5042,16.3269,15.143,23.3639
6.5044,6.0629,5.2904,8.0791,12.1687,11.1372,12.2473,13.3745,13.1073,19.1399,14.5741,12.504,6.3831,4.697,6.6022,5.7966,8.5468,10.9862,9.7186,12.8467,15.2579,17.7319,21.8411,14.5395
6.228,4.8786,10.202,10.8364,8.7024,8.1752,11.4595,13.3306,12.8496,19.6117,14.7168,9.8579,2.2549,5.4421,6.9141,7.9573,10.5494,11.6389,8.3072,6.1806,20.0862,15.755,15.075,20.7256
3.7072,7.5752,6.2288,3.3394,8.7696,8.1575,10.858,11.6524,20.4615,12.2263,12.6347,16.7893,4.5437,4.3639,6.4909,4.3582,7.8337,10.693,12.1925,13.6399,11.5063,15.3331,10.7079,22.0921
5.1699,6.7184,7.7327,7.5615,7.5838,9.374,12.2157,15.1284,9.7586,14.3495,11.823,18.6652,3.9143,4.8379,8.0193,7.1941,10.0795,7.9106,8.3082,11.7583,10.6425,12.0021,16.9263,13.372
