M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
5.8656,7.5127,9.3705,8.7893,9.804,20.8296,13.4423,18.6444,20.413,21.5833,20.3688,25.7304,25.7274,15.0586,18.4013,17.9436,16.1577,22.5813,12.4078,12.447,9.1411,8.7897,10.5759,6.232
9.8661,9.6562,3.7804,11.4616,11.6425,16.672,15.6804,17.5686,23.0311,15.7125,22.9623,22.4767,22.5112,19.8556,17.7544,16.6555,9.1233,14.7863,15.0403,10.816,9.2041,12.1863,7.0987,6.7924
5.5619,7.518,11.0225,10.4278,8.9946,11.2984,17.478,12.387,20.3194,20.2464,16.6535,14.5381,19.5012,23.4997,23.3301,12.1441,21.1607,17.1352,12.7498,15.2044,13.058,10.4588,7.3017,5.533
5.2015,8.8053,8.6111,4.6592,15.7398,9.8522,18.2074,16.9355,17.3028,25.1674,17.3733,18.2389,22.745,20.2197,13.8052,20.8614,20.7683,9.8542,7.0177,13.9887,9.3634,6.9838,9.0211,4.8177
6.1793,8.5867,10.0268,7.1385,11.1688,13.9794,12.8653,15.6219,15.6539,17.3722,17.557,17.8853,13.5338,22.0546,18.5693,18.0627,20.1389,15.6746,12.6649,11.6775,12.1211,9.7476,7.1394,6.5688
5.9229,8.6118,7.1434,12.5824,9.4191,8.9717,13.9224,19.1805,12.8826,18.6466,26.2397,25.569,28.7592,21.1972,21.4733,15.6189,19.3821,13.75,15.5306,11.6632,11.4286,8.2191,9.4091,4.3533
4.3196,6.8652,8.338,7.9993,12.1784,17.696,13.2043,21.8537,21.9692,20.7318,24.2001,27.5413,22.9971,22.7878,18.6581,18.4986,11.0528,9.0459,10.3486,10.0554,11.2892,9.2279,6.7455,7.0769
4.6897,6.3042,7.3484,11.5246,14.5893,13.801,19.1343,18.957,20.3591,22.7999,16.2876,30.1423,22.9993,24.6763,24.9753,17.8278,16.0466,11.1699,14.4675,8.9427,10.2763,9.181,8.8342,6.8385
8.1828,5.8919,9.4039,11.6748,13.9267,15.4597,11.6999,7.4857,15.3661,21.4013,21.5433,22.0014,22.0,23.8128,20.2543,16.9481,9.3208,13.51,11.1337,8.3602,6.2671,8.5886,5.0888,5.7325
5.4628,8.367,8.1577,9.8375,12.9349,9.89,9.0969,10.8734,18.6806,23.8293,26.9687,23.0653,24.0963,22.0555,23.1466,17.0947,11.3124,12.3401,7.106,15.8591,9.6381,7.0258,4.8792,5.4322
4.961,9.4813,7.3542,7.5285,13.1505,10.7514,14.9243,18.6005,19.8768,25.6148,15.2483,18.8618,10.0145,17.2771,22.0879,18.5749,12.6446,13.3788,16.9215,12.6917,10.3758,8.018,8.4734,3.9621
3.4568,9.5952,9.0549,8.6359,12.7368,9.6647,17.6926,15.7882,13.0048,23.0856,18.8781,24.0551,19.5525,20.4127,14.4772,21.8024,15.6464,17.3109,12.96,14.5782,11.3752,10.9611,7.8322,6.4601
5.4754,6.4551,11.0067,13.0065,15.5693,18.1693,13.5091,14.99,20.002,16.5301,22.8357,17.8095,18.8996,30.7852,19.2761,23.1217,23.3845,13.817,16.7228,10.6015,11.699,11.4939,7.3808,6.2542
3.354,8.1504,6.9535,10.4609,11.2307,12.644,17.9869,20.3296,24.3428,22.35,19.0335,25.5884,22.242,21.3309,17.6891,12.7637,17.3632,16.7611,19.729,12.3525,9.4541,8.1477,6.975,6.4751
