M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
3.7832,9.0611,8.4453,11.99,6.3393,11.2609,15.1197,10.787,15.3738,14.7105,17.9328,16.3384,22.7266,15.2221,18.3121,21.1533,16.1656,12.3623,11.9303,8.0303,10.9038,3.7574,6.8168,5.597
4.3198,4.6552,8.0514,9.8413,11.3901,9.784,16.129,16.4431,11.4616,12.2758,22.5441,21.3298,19.7686,19.7308,13.9549,16.3246,20.0835,9.1541,13.4338,10.3748,7.3931,7.5709,6.0031,5.6321
3.7749,6.0787,8.8843,7.3964,12.7732,11.1972,12.0876,15.437,15.1167,16.0008,25.3386,11.578,22.6407,17.488,19.0752,16.6977,16.9074,12.552,9.1073,12.8857,6.2475,8.0874,5.5747,5.4905
5.3756,8.2258,9.0469,8.8949,8.0992,13.9929,13.1671,19.0425,9.6446,14.5578,11.6163,12.1033,16.8579,10.7252,16.0655,17.6762,13.2343,14.5052,9.7524,8.1805,8.5273,7.8886,6.7379,3.1116
4.6275,5.5837,3.5518,8.6089,9.1142,10.9178,12.9167,8.6433,18.468,12.3328,20.7153,18.4601,21.6067,21.9064,19.3638,14.392,13.0203,9.8328,6.2531,10.2439,8.2727,8.6935,5.7297,4.992
4.162,8.2199,11.4275,8.4655,11.0192,11.5006,14.8237,11.3736,12.1934,19.7272,16.4522,18.427,18.4544,15.4004,16.5419,13.5105,17.0167,11.0736,11.3015,9.4879,5.6531,8.837,6.9075,4.1531
2.3007,7.583,10.6497,6.9155,7.9062,10.953,8.2526,13.7478,15.0866,21.5291,21.0197,13.1633,16.6562,15.0542,13.3112,15.2886,9.5177,8.1755,12.0201,7.9337,10.2613,10.8326,5.7106,6.1516
3.7224,3.0139,7.5709,10.0863,9.2241,13.0861,9.562,10.898,11.5673,12.182,24.5872,19.5298,16.936,10.2077,16.291,13.8053,19.1549,9.1629,6.6488,8.2516,7.0549,7.0276,6.9546,6.4495
4.9766,6.4147,7.2476,8.5955,10.7276,8.8999,10.8148,14.2815,13.0035,18.3875,15.9824,11.3077,16.6544,11.606,20.1046,18.1378,13.7101,14.0729,11.0104,12.6783,7.7017,7.2252,5.4282,4.3356
3.6743,4.4409,9.5498,8.1954,9.6285,9.816,12.3583,14.7831,11.7088,17.8241,15.2846,14.7371,20.614,14.7589,18.283,12.4243,17.6701,15.565,11.64,11.291,9.943,8.516,4.9996,3.7593
