M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
4.505,3.724,5.7087,5.461,8.3534,11.2631,14.3834,11.3169,12.5331,18.6936,19.3,14.124,10.7565,14.752,14.0758,11.9834,7.9836,13.8723,13.2817,10.6082,11.0819,8.4215,5.415,5.0521
5.1971,3.7368,9.9255,7.0679,7.9921,11.1561,12.4235,10.2498,14.9111,15.3605,12.3056,19.6113,12.4756,15.9253,12.8723,17.6458,10.0199,12.3415,10.8377,9.9137,8.7268,4.749,3.2364,5.3776
5.3095,5.8763,5.9152,7.3096,6.501,9.8455,11.5411,11.6307,17.764,14.0925,14.9897,18.2729,14.358,12.1086,12.0535,11.5063,16.1009,12.9902,9.9164,11.7152,10.945,7.4256,3.9117,3.7653
4.8725,4.8334,6.5892,8.1305,11.44,5.5583,12.9446,11.7602,10.5928,11.8133,19.5532,16.959,17.3962,22.3074,17.4882,15.9333,11.244,13.5149,8.5926,13.4112,5.6079,5.8219,6.0885,6.0425
3.8719,5.4129,5.6947,6.8999,6.9052,13.0968,8.7161,12.7813,15.5332,6.2626,17.7572,14.228,17.072,11.1477,15.4014,11.7001,12.4968,8.948,14.0027,10.8317,7.8343,5.8086,7.8124,4.454
6.1321,4.8073,6.7135,6.4887,11.0221,8.2826,11.6628,8.4175,9.5871,12.2615,15.601,12.7128,15.0804,14.4218,14.4543,12.8789,10.8309,11.6344,11.6904,9.8696,9.4832,3.7895,6.1189,3.447
2.9389,5.9358,7.5725,6.6372,9.6345,13.4562,15.3715,12.0471,13.5299,9.964,19.5362,19.3139,15.1509,13.791,12.5781,10.674,13.0132,7.9992,8.6711,5.0434,9.8506,8.463,4.4559,4.6433
5.7431,6.2182,6.3338,9.0021,6.2767,10.5413,9.4459,12.3615,16.3256,20.7456,15.3273,16.3675,19.4918,18.1096,16.0031,11.8928,9.2273,7.9223,10.4714,8.1678,8.8825,6.8274,4.2386,3.2963
5.5744,5.0195,6.1884,10.6652,10.0972,10.772,11.788,16.0841,8.5943,12.3929,16.6496,20.037,17.7827,13.9423,16.7693,14.5072,15.9116,12.3295,8.434,6.9762,9.9396,5.1966,4.9007,5.5395
4.545,5.0996,4.4,7.2285,8.5095,11.4046,14.4289,9.1377,14.6248,19.6808,19.1469,11.1019,17.6676,15.7355,9.69,7.2257,9.4284,12.3483,6.837,10.3835,8.3899,7.8003,3.8364,5.4679
